Raw Data
Scope 1/1, Sample 1/2 (CRM01)
Method Function,Sample (S1)
Creation time,3/14/2018 10:06:38 AM,
Sample start time,3/14/2018 10:06:38 AM,
Sample size,50.0073 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,3/14/2018 10:06:38 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,3/14/2018 10:06:53 AM ⁽¹⁶⁾,
Terminated at,Stop at endpoint ⁽¹⁶⁾,
EEQ1,190.0 mV ⁽¹⁶⁾,
Q1,0.122400 mmol ⁽¹⁶⁾,
VEQ1,1.2240 mL ⁽¹⁶⁾,
EST,-51.1 mV ⁽¹⁶⁾,
VEX,0 mL ⁽¹⁶⁾,
VEND,1.2240 mL ⁽¹⁶⁾,
t,02:46 min ⁽¹⁶⁾,
QEND,0.122400 mmol ⁽¹⁶⁾,
QEX,0.0000 mmol ⁽¹⁶⁾,
Method Function,Stir (Stir1)
Creation time,3/14/2018 10:09:50 AM ⁽¹⁶⁾,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,3/14/2018 10:16:51 AM ⁽¹⁶⁾,
Terminated at,Stop at endpoint ⁽¹⁶⁾,
EEQ1,240.0 mV ⁽¹⁶⁾,
Q1,0.090400 mmol ⁽¹⁶⁾,
VEQ1,0.9040 mL ⁽¹⁶⁾,
EST,190.2 mV ⁽¹⁶⁾,
VEX,0 mL ⁽¹⁶⁾,
VEND,0.9040 mL ⁽¹⁶⁾,
t,02:41 min ⁽¹⁶⁾,
QEND,0.090400 mmol ⁽¹⁶⁾,
QEX,0.0000 mmol ⁽¹⁶⁾,
Scope 1/1, Sample 2/2 (CRM02)
Method Function,Sample (S1)
Creation time,3/14/2018 10:19:53 AM,
Sample start time,3/14/2018 10:19:53 AM,
Sample size,50.0147 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,3/14/2018 10:19:53 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,3/14/2018 10:19:53 AM,
Terminated at,Stop at endpoint,
EEQ1,190 mV,
Q1,0.122400 mmol,
VEQ1,1.2240 mL,
EST,-40.0 mV,
VEX,0 mL,
VEND,1.2240 mL,
t,02:53 min,
QEND,0.122400 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,3/14/2018 10:22:55 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,3/14/2018 10:29:56 AM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.090988 mmol,
VEQ1,0.909875 mL,
EST,190.1 mV,
VEX,0.000124 mL,
VEND,0.909999 mL,
t,02:34 min,
QEND,0.091000 mmol,
QEX,0.000012 mmol,

Table of Measured Values
Task,T300
Scope 1/1, Sample 1/2 (CRM01)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.5200,66,37.9,21.3,0.0075,,
0.5275,67,39.0,21.3,0.0070,,
0.5360,68,40.0,21.3,0.0075,,
0.5440,69,40.6,21.3,0.0065,,
0.5525,70,41.7,21.3,0.0070,,
0.5610,71,42.5,21.3,0.0070,,
0.5685,72,43.4,21.3,0.0070,,
0.5770,73,44.2,21.3,0.0075,,
0.5855,74,45.0,21.3,0.0075,,
0.5940,75,45.9,21.3,0.0070,,
0.6025,76,46.2,21.3,0.0070,,
0.6105,77,47.0,21.3,0.0065,,
0.6190,78,47.5,21.3,0.0075,,
0.6265,79,48.7,21.3,0.0070,,
0.6350,80,49.9,21.3,0.0075,,
0.6435,81,50.8,21.3,0.0070,,
0.6520,82,51.5,21.3,0.0070,,
0.6605,83,52.1,21.3,0.0070,,
0.6680,84,53.1,21.3,0.0070,,
0.6765,85,53.9,21.3,0.0075,,
0.6850,86,54.7,21.3,0.0075,,
0.6935,87,55.6,21.3,0.0070,,
0.7015,88,56.1,21.3,0.0065,,
0.7100,89,56.5,21.3,0.0070,,
0.7180,90,57.2,21.3,0.0075,,
0.7260,91,58.4,21.3,0.0075,,
0.7345,92,58.7,21.3,0.0070,,
0.7430,93,59.6,21.3,0.0070,,
0.7515,94,60.6,21.3,0.0070,,
0.7600,95,61.9,21.3,0.0075,,
0.7675,96,62.4,21.3,0.0070,,
0.7760,97,63.5,21.3,0.0075,,
0.7845,98,64.8,21.3,0.0070,,
0.7925,99,65.5,21.3,0.0065,,
0.8010,100,66.4,21.3,0.0070,,
0.8095,101,67.6,21.3,0.0070,,
0.8170,102,68.9,21.3,0.0070,,
0.8255,103,70.0,21.3,0.0075,,
0.8340,104,70.8,21.3,0.0070,,
0.8425,105,72.2,21.3,0.0070,,
0.8510,106,73.4,21.3,0.0070,,
0.8590,107,74.7,21.3,0.0075,,
0.8670,108,76.0,21.3,0.0075,,
0.8750,109,77.2,21.3,0.0075,,
0.8835,110,78.3,21.3,0.0075,,
0.8920,111,79.3,21.3,0.0070,,
0.9005,112,80.1,21.3,0.0070,,
0.9090,113,81.6,21.3,0.0070,,
0.9170,114,82.9,21.3,0.0075,,
0.9250,115,84.6,21.3,0.0075,,
0.9330,116,86.3,21.3,0.0075,,
0.9415,117,88.1,21.3,0.0070,,
0.9500,118,89.6,21.3,0.0070,,
0.9585,119,91.7,21.3,0.0070,,
0.9670,120,93.4,21.3,0.0075,,
0.9745,121,95.1,21.3,0.0070,,
0.9830,122,97.3,21.3,0.0075,,
0.9915,123,100.0,21.3,0.0070,,
0.9995,124,103.3,21.3,0.0065,,
1.0080,125,105.7,21.3,0.0070,,
1.0165,126,107.4,21.3,0.0075,,
1.0240,127,110.2,21.3,0.0070,,
1.0325,128,114.4,21.3,0.0075,,
1.0410,129,116.9,21.3,0.0070,,
1.0495,130,120.9,21.3,0.0070,,
1.0580,131,125.2,21.3,0.0070,,
1.0660,132,128.5,21.3,0.0075,,
1.0740,133,132.8,21.3,0.0075,,
1.0820,134,137.8,21.3,0.0075,,
1.0905,135,141.9,21.3,0.0070,,
1.0990,136,146.2,21.3,0.0070,,
1.1075,137,150.6,21.3,0.0070,,
1.1160,138,155.7,21.3,0.0070,,
1.1235,139,159.6,21.3,0.0070,,
1.1320,140,163.8,21.3,0.0075,,
1.1405,141,166.7,21.3,0.0070,,
1.1485,142,169.7,21.3,0.0065,,
1.1570,143,172.8,21.3,0.0070,,
1.1655,144,174.6,21.3,0.0075,,
1.1730,145,177.3,21.3,0.0070,,
1.1815,146,179.1,21.3,0.0075,,
1.1900,147,181.3,21.3,0.0070,,
1.1980,148,183.2,21.3,0.0065,,
1.2040,149,185.1,21.3,0.0050,,
1.2085,150,186.2,21.3,0.0040,,
1.2115,151,187.1,21.3,0.0025,,
1.2145,152,187.7,21.3,0.0025,,
1.2175,153,187.8,21.3,0.0025,,
1.2200,154,188.0,21.3,0.0020,,
1.2210,155,188.6,21.3,0.0010,,
1.2215,156,188.9,21.3,0.0005,,
1.2220,157,188.8,21.3,0.0005,,
1.2225,158,189.0,21.3,0.0005,,
1.2230,159,188.8,21.3,0.0005,,
1.2240,160,190.0,21.3,0.0010,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,190.2,21.4,NaN,,
0.0005,1,189.4,21.4,0.0005,,
0.0020,2,189.7,21.4,0.0015,,
0.0050,3,190.0,21.4,0.0025,,
0.0085,4,190.2,21.4,0.0030,,
0.0150,5,191.1,21.4,0.0055,,
0.0235,6,192.4,21.4,0.0070,,
0.0310,7,193.6,21.4,0.0070,,
0.0395,8,194.7,21.4,0.0075,,
0.0480,9,195.8,21.4,0.0070,,
0.0565,10,196.6,21.4,0.0070,,
0.0645,11,197.9,21.4,0.0065,,
0.0730,12,198.9,21.4,0.0075,,
0.0805,13,199.9,21.4,0.0070,,
0.0890,14,200.9,21.4,0.0075,,
0.0975,15,201.8,21.4,0.0070,,
0.1060,16,202.7,21.4,0.0070,,
0.1145,17,203.6,21.4,0.0070,,
0.1230,18,204.5,21.4,0.0075,,
0.1305,19,205.3,21.4,0.0070,,
0.1390,20,205.6,21.4,0.0075,,
0.1470,21,205.9,21.4,0.0065,,
0.1555,22,206.5,21.4,0.0070,,
0.1640,23,207.2,21.4,0.0070,,
0.1725,24,207.9,21.4,0.0070,,
0.1800,25,208.6,21.4,0.0070,,
0.1885,26,209.1,21.4,0.0075,,
0.1970,27,209.9,21.4,0.0070,,
0.2055,28,210.4,21.4,0.0070,,
0.2135,29,211.0,21.4,0.0065,,
0.2220,30,211.6,21.4,0.0070,,
0.2295,31,213.0,21.4,0.0070,,
0.2380,32,213.9,21.4,0.0075,,
0.2465,33,214.4,21.4,0.0075,,
0.2550,34,215.0,21.4,0.0070,,
0.2635,35,215.6,21.4,0.0070,,
0.2715,36,216.1,21.4,0.0065,,
0.2795,37,216.4,21.4,0.0075,,
0.2875,38,216.3,21.4,0.0075,,
0.2960,39,216.5,21.4,0.0075,,
0.3045,40,216.9,21.4,0.0070,,
0.3130,41,217.4,21.4,0.0070,,
0.3215,42,217.8,21.4,0.0070,,
0.3300,43,218.2,21.4,0.0075,,
0.3375,44,218.7,21.4,0.0070,,
0.3460,45,219.1,21.4,0.0075,,
0.3540,46,219.6,21.4,0.0065,,
0.3625,47,220.4,21.4,0.0070,,
0.3710,48,220.9,21.4,0.0070,,
0.3795,49,221.3,21.4,0.0075,,
0.3870,50,221.4,21.4,0.0070,,
0.3955,51,222.1,21.4,0.0075,,
0.4040,52,222.1,21.4,0.0070,,
0.4125,53,222.6,21.4,0.0070,,
0.4210,54,222.9,21.4,0.0070,,
0.4290,55,223.8,21.4,0.0075,,
0.4365,56,224.2,21.4,0.0070,,
0.4450,57,225.0,21.4,0.0075,,
0.4535,58,225.4,21.4,0.0070,,
0.4620,59,225.6,21.4,0.0070,,
0.4705,60,226.1,21.4,0.0070,,
0.4790,61,226.3,21.4,0.0075,,
0.4865,62,226.8,21.4,0.0070,,
0.4950,63,227.1,21.4,0.0075,,
0.5030,64,227.5,21.4,0.0065,,
0.5115,65,227.8,21.4,0.0070,,
0.5200,66,227.9,21.4,0.0070,,
0.5285,67,228.0,21.4,0.0075,,
0.5360,68,228.5,21.4,0.0070,,
0.5445,69,229.1,21.4,0.0075,,
0.5530,70,229.3,21.4,0.0070,,
0.5615,71,229.3,21.4,0.0070,,
0.5700,72,229.7,21.4,0.0070,,
0.5775,73,230.0,21.4,0.0070,,
0.5860,74,230.3,21.4,0.0075,,
0.5940,75,230.7,21.4,0.0075,,
0.6025,76,231.0,21.4,0.0070,,
0.6110,77,231.1,21.4,0.0070,,
0.6195,78,231.2,21.4,0.0070,,
0.6270,79,231.6,21.4,0.0070,,
0.6355,80,232.2,21.4,0.0075,,
0.6440,81,232.5,21.4,0.0075,,
0.6525,82,232.8,21.4,0.0070,,
0.6605,83,233.0,21.4,0.0065,,
0.6690,84,233.3,21.4,0.0070,,
0.6765,85,233.5,21.4,0.0070,,
0.6850,86,233.8,21.4,0.0075,,
0.6935,87,234.1,21.4,0.0075,,
0.7020,88,234.3,21.4,0.0070,,
0.7105,89,234.2,21.4,0.0070,,
0.7190,90,233.9,21.4,0.0070,,
0.7270,91,233.8,21.4,0.0075,,
0.7350,92,234.2,21.4,0.0075,,
0.7430,93,234.6,21.4,0.0075,,
0.7515,94,234.8,21.4,0.0070,,
0.7600,95,234.9,21.4,0.0070,,
0.7685,96,235.0,21.4,0.0070,,
0.7760,97,235.2,21.4,0.0070,,
0.7845,98,235.7,21.4,0.0075,,
0.7925,99,235.9,21.4,0.0075,,
0.8010,100,236.0,21.4,0.0070,,
0.8090,101,236.4,21.4,0.0065,,
0.8175,102,236.4,21.4,0.0070,,
0.8250,103,236.9,21.4,0.0070,,
0.8335,104,237.4,21.4,0.0075,,
0.8415,105,237.4,21.4,0.0075,,
0.8495,106,237.6,21.4,0.0065,,
0.8565,107,238.5,21.4,0.0060,,
0.8580,108,238.7,21.4,0.0010,,
0.8585,109,238.8,21.4,0.0005,,
0.8595,110,238.7,21.4,0.0010,,
0.8605,111,238.6,21.4,0.0010,,
0.8615,112,238.6,21.4,0.0010,,
0.8625,113,238.8,21.4,0.0010,,
0.8640,114,238.9,21.4,0.0010,,
0.8660,115,238.6,21.4,0.0015,,
0.8665,116,238.1,21.4,0.0005,,
0.8670,117,238.5,21.4,0.0005,,
0.8680,118,238.3,21.4,0.0010,,
0.8690,119,238.1,21.4,0.0010,,
0.8695,120,238.4,21.4,0.0005,,
0.8705,121,238.4,21.4,0.0010,,
0.8710,122,238.3,21.4,0.0005,,
0.8725,123,238.5,21.4,0.0015,,
0.8735,124,238.4,21.4,0.0010,,
0.8745,125,238.5,21.4,0.0010,,
0.8745,126,238.2,21.4,0.0000,,
0.8750,127,238.1,21.4,0.0005,,
0.8755,128,238.6,21.4,0.0005,,
0.8760,129,238.4,21.4,0.0005,,
0.8775,130,238.1,21.4,0.0010,,
0.8795,131,238.4,21.4,0.0015,,
0.8820,132,238.2,21.4,0.0020,,
0.8825,133,238.2,21.4,0.0005,,
0.8830,134,238.4,21.4,0.0005,,
0.8840,135,238.3,21.4,0.0010,,
0.8850,136,238.5,21.4,0.0010,,
0.8855,137,238.6,21.4,0.0005,,
0.8865,138,238.5,21.4,0.0010,,
0.8875,139,238.5,21.4,0.0010,,
0.8890,140,238.4,21.4,0.0015,,
0.8910,141,238.9,21.4,0.0020,,
0.8915,142,239.5,21.4,0.0005,,
0.8925,143,239.7,21.4,0.0010,,
0.8935,144,239.7,21.4,0.0010,,
0.8940,145,239.6,21.4,0.0005,,
0.8950,146,239.6,21.4,0.0010,,
0.8950,147,239.0,21.4,0.0000,,
0.8975,148,238.8,21.4,0.0020,,
0.8985,149,239.3,21.4,0.0010,,
0.8995,150,239.4,21.4,0.0010,,
0.9000,151,239.8,21.4,0.0005,,
0.9010,152,239.7,21.4,0.0010,,
0.9020,153,239.5,21.4,0.0010,,
0.9025,154,238.8,21.4,0.0005,,
0.9035,155,238.8,21.4,0.0010,,
0.9040,156,240.0,21.4,0.0005,,
Scope 1/1, Sample 2/2 (CRM02)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-40.0,21.1,NaN,,
0.0005,1,-57.4,21.1,0.0005,,
0.0020,2,-58.5,21.1,0.0015,,
0.0050,3,-59.3,21.1,0.0025,,
0.0085,4,-59.5,21.1,0.0030,,
0.0145,5,-59.7,21.1,0.0050,,
0.0230,6,-59.1,21.1,0.0075,,
0.0305,7,-58.5,21.1,0.0070,,
0.0390,8,-57.2,21.1,0.0075,,
0.0475,9,-55.4,21.1,0.0075,,
0.0560,10,-54.2,21.1,0.0070,,
0.0640,11,-52.9,21.1,0.0065,,
0.0725,12,-51.3,21.1,0.0075,,
0.0805,13,-49.5,21.1,0.0075,,
0.0885,14,-47.7,21.1,0.0075,,
0.0970,15,-46.2,21.1,0.0070,,
0.1055,16,-43.9,21.1,0.0070,,
0.1140,17,-41.4,21.1,0.0070,,
0.1225,18,-38.8,21.1,0.0075,,
0.1300,19,-35.9,21.1,0.0070,,
0.1385,20,-32.8,21.1,0.0075,,
0.1470,21,-29.6,21.1,0.0070,,
0.1550,22,-26.5,21.1,0.0065,,
0.1635,23,-23.2,21.1,0.0070,,
0.1710,24,-19.6,21.1,0.0070,,
0.1795,25,-15.9,21.1,0.0075,,
0.1880,26,-12.5,21.1,0.0075,,
0.1965,27,-9.3,21.1,0.0070,,
0.2050,28,-6.0,21.1,0.0070,,
0.2135,29,-3.1,21.1,0.0070,,
0.2215,30,-1.5,21.1,0.0075,,
0.2295,31,1.2,21.1,0.0075,,
0.2375,32,3.1,21.1,0.0075,,
0.2460,33,4.9,21.1,0.0070,,
0.2545,34,6.2,21.1,0.0070,,
0.2630,35,7.7,21.1,0.0070,,
0.2705,36,8.8,21.1,0.0070,,
0.2790,37,10.0,21.1,0.0075,,
0.2875,38,11.5,21.1,0.0075,,
0.2960,39,12.8,21.1,0.0070,,
0.3045,40,13.8,21.1,0.0070,,
0.3125,41,14.8,21.1,0.0065,,
0.3205,42,15.4,21.1,0.0075,,
0.3285,43,16.4,21.1,0.0075,,
0.3370,44,17.9,21.1,0.0075,,
0.3455,45,19.3,21.1,0.0070,,
0.3540,46,20.4,21.1,0.0070,,
0.3625,47,21.6,21.1,0.0070,,
0.3705,48,22.3,21.1,0.0075,,
0.3785,49,23.4,21.1,0.0075,,
0.3870,50,24.3,21.1,0.0075,,
0.3950,51,25.3,21.1,0.0065,,
0.4035,52,26.0,21.1,0.0070,,
0.4120,53,27.0,21.1,0.0070,,
0.4205,54,27.8,21.1,0.0075,,
0.4280,55,28.4,21.1,0.0070,,
0.4365,56,29.5,21.1,0.0075,,
0.4450,57,30.6,21.1,0.0070,,
0.4535,58,31.4,21.1,0.0070,,
0.4615,59,32.2,21.1,0.0065,,
0.4695,60,32.9,21.1,0.0075,,
0.4775,61,33.7,21.1,0.0075,,
0.4860,62,34.5,21.1,0.0075,,
0.4945,63,35.2,21.1,0.0070,,
0.5030,64,35.9,21.1,0.0070,,
0.5115,65,36.8,21.1,0.0070,,
0.5190,66,37.3,21.1,0.0070,,
0.5275,67,38.2,21.1,0.0075,,
0.5360,68,38.5,21.1,0.0075,,
0.5440,69,39.1,21.1,0.0065,,
0.5525,70,40.0,21.1,0.0070,,
0.5610,71,40.7,21.1,0.0070,,
0.5685,72,41.3,21.1,0.0070,,
0.5770,73,42.2,21.1,0.0075,,
0.5855,74,43.3,21.1,0.0075,,
0.5940,75,44.3,21.1,0.0070,,
0.6025,76,44.7,21.1,0.0070,,
0.6110,77,45.3,21.1,0.0070,,
0.6185,78,45.9,21.1,0.0070,,
0.6270,79,46.7,21.1,0.0075,,
0.6350,80,47.3,21.1,0.0075,,
0.6435,81,48.4,21.1,0.0070,,
0.6520,82,49.4,21.1,0.0070,,
0.6605,83,50.4,21.1,0.0070,,
0.6680,84,50.5,21.1,0.0070,,
0.6765,85,51.5,21.1,0.0075,,
0.6850,86,52.3,21.1,0.0075,,
0.6935,87,53.3,21.1,0.0070,,
0.7015,88,54.8,21.1,0.0065,,
0.7100,89,55.8,21.1,0.0070,,
0.7175,90,56.6,21.1,0.0070,,
0.7260,91,57.3,21.1,0.0075,,
0.7345,92,58.2,21.1,0.0075,,
0.7430,93,59.0,21.1,0.0070,,
0.7515,94,59.6,21.1,0.0070,,
0.7595,95,60.6,21.1,0.0065,,
0.7680,96,61.1,21.1,0.0075,,
0.7755,97,61.9,21.1,0.0070,,
0.7840,98,62.9,21.1,0.0075,,
0.7925,99,64.3,21.1,0.0070,,
0.8010,100,65.3,21.1,0.0070,,
0.8095,101,66.6,21.1,0.0070,,
0.8170,102,66.7,21.1,0.0070,,
0.8255,103,67.7,21.1,0.0075,,
0.8340,104,68.8,21.1,0.0075,,
0.8425,105,69.9,21.1,0.0070,,
0.8505,106,71.1,21.1,0.0065,,
0.8590,107,72.0,21.1,0.0070,,
0.8665,108,73.3,21.1,0.0070,,
0.8750,109,74.6,21.1,0.0075,,
0.8835,110,76.0,21.1,0.0075,,
0.8920,111,77.9,21.1,0.0070,,
0.9005,112,79.3,21.1,0.0070,,
0.9090,113,80.9,21.1,0.0070,,
0.9170,114,82.2,21.1,0.0075,,
0.9250,115,83.7,21.1,0.0075,,
0.9330,116,85.2,21.1,0.0075,,
0.9415,117,86.8,21.1,0.0070,,
0.9500,118,88.5,21.1,0.0070,,
0.9585,119,90.5,21.1,0.0070,,
0.9670,120,92.0,21.1,0.0075,,
0.9745,121,93.9,21.1,0.0070,,
0.9830,122,96.3,21.1,0.0075,,
0.9915,123,98.5,21.1,0.0070,,
0.9995,124,101.0,21.1,0.0065,,
1.0080,125,103.5,21.1,0.0070,,
1.0165,126,106.1,21.1,0.0075,,
1.0240,127,108.8,21.1,0.0070,,
1.0325,128,111.9,21.1,0.0075,,
1.0410,129,115.8,21.1,0.0075,,
1.0495,130,119.9,21.1,0.0070,,
1.0575,131,124.8,21.1,0.0065,,
1.0660,132,128.8,21.1,0.0070,,
1.0740,133,132.2,21.1,0.0075,,
1.0820,134,136.5,21.1,0.0075,,
1.0905,135,141.9,21.1,0.0070,,
1.0990,136,147.0,21.1,0.0070,,
1.1075,137,152.2,21.1,0.0070,,
1.1160,138,156.6,21.1,0.0070,,
1.1235,139,160.5,21.1,0.0070,,
1.1320,140,163.8,21.1,0.0075,,
1.1405,141,167.2,21.1,0.0070,,
1.1485,142,170.2,21.1,0.0065,,
1.1570,143,172.8,21.1,0.0070,,
1.1655,144,175.1,21.1,0.0075,,
1.1730,145,177.3,21.1,0.0070,,
1.1815,146,178.9,21.1,0.0075,,
1.1900,147,180.9,21.1,0.0070,,
1.1980,148,182.6,21.1,0.0065,,
1.2045,149,184.0,21.1,0.0055,,
1.2050,150,185.2,21.1,0.0005,,
1.2055,151,185.5,21.1,0.0005,,
1.2065,152,185.7,21.1,0.0010,,
1.2085,153,185.9,21.1,0.0015,,
1.2115,154,186.3,21.1,0.0025,,
1.2130,155,187.2,21.1,0.0010,,
1.2135,156,187.8,21.1,0.0005,,
1.2145,157,188.3,21.1,0.0010,,
1.2150,158,188.4,21.1,0.0005,,
1.2160,159,188.3,21.1,0.0010,,
1.2180,160,188.8,21.1,0.0015,,
1.2190,161,189.1,21.1,0.0010,,
1.2195,162,189.3,21.1,0.0005,,
1.2205,163,189.1,21.1,0.0010,,
1.2205,164,188.6,21.1,0.0000,,
1.2220,165,188.9,21.1,0.0015,,
1.2225,166,189.1,21.1,0.0005,,
1.2240,167,189.5,21.1,0.0010,,
1.2240,167,190.1,21.1,0.0000,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,190.1,21.4,NaN,,
0.0005,1,190.4,21.4,0.0005,,
0.0025,2,190.1,21.4,0.0015,,
