Raw Data
Scope 1/1, Sample 1/2 (Batch168_01)
Method Function,Sample (S1)
Creation time,3/19/2018 10:33:44 AM,
Sample start time,3/19/2018 10:33:44 AM,
Sample size,49.9858 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,3/19/2018 10:33:44 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,3/19/2018 10:33:53 AM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.122650 mmol,
VEQ1,1.2265 mL,
EST,-34.0 mV,
VEX,0 mL,
VEND,1.2265 mL,
t,02:49 min,
QEND,0.122650 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,3/19/2018 10:36:54 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,3/19/2018 10:43:54 AM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.091850 mmol,
VEQ1,0.9185 mL,
EST,189.7 mV,
VEX,0 mL,
VEND,0.9185 mL,
t,02:18 min,
QEND,0.091850 mmol,
QEX,0.0000 mmol,
Scope 1/1, Sample 2/2 (Batch168_02)
Method Function,Sample (S1)
Creation time,3/19/2018 10:46:34 AM,
Sample start time,3/19/2018 10:46:34 AM,
Sample size,49.9903 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,3/19/2018 10:46:34 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,3/19/2018 10:46:34 AM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.122350 mmol,
VEQ1,1.2235 mL,
EST,-42.3 mV,
VEX,0 mL,
VEND,1.2235 mL,
t,02:46 min,
QEND,0.122350 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,3/19/2018 10:49:29 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,3/19/2018 10:56:30 AM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.091600 mmol,
VEQ1,0.9160 mL,
EST,189.9 mV,
VEX,0 mL,
VEND,0.9160 mL,
t,02:34 min,
QEND,0.091600 mmol,
QEX,0.0000 mmol,

Table of Measured Values
Task,T321
Scope 1/1, Sample 1/2 (Batch168_01)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.2215,30,211.9,22.0,0.0065,,
0.2295,31,212.2,22.0,0.0075,,
0.2375,32,212.6,22.0,0.0075,,
0.2460,33,212.9,22.0,0.0075,,
0.2545,34,214.1,22.0,0.0070,,
0.2630,35,214.6,22.0,0.0070,,
0.2715,36,215.4,22.0,0.0070,,
0.2790,37,215.1,22.0,0.0070,,
0.2875,38,215.6,22.0,0.0075,,
0.2955,39,216.5,22.0,0.0075,,
0.3040,40,217.4,22.0,0.0070,,
0.3125,41,218.0,22.0,0.0070,,
0.3210,42,218.4,22.0,0.0070,,
0.3285,43,218.8,22.0,0.0070,,
0.3370,44,219.5,22.0,0.0075,,
0.3455,45,220.0,22.0,0.0075,,
0.3540,46,220.4,22.0,0.0070,,
0.3625,47,220.8,22.0,0.0070,,
0.3705,48,220.9,22.0,0.0065,,
0.3785,49,221.3,22.0,0.0075,,
0.3865,50,221.2,22.0,0.0075,,
0.3950,51,221.5,22.0,0.0075,,
0.4035,52,221.7,22.0,0.0070,,
0.4120,53,222.2,22.0,0.0070,,
0.4205,54,222.5,22.0,0.0070,,
0.4280,55,222.8,22.0,0.0070,,
0.4365,56,223.7,22.0,0.0075,,
0.4450,57,224.5,22.0,0.0070,,
0.4535,58,224.7,22.0,0.0070,,
0.4615,59,225.4,22.0,0.0065,,
0.4700,60,225.7,22.0,0.0075,,
0.4775,61,225.8,22.0,0.0070,,
0.4860,62,226.3,22.0,0.0075,,
0.4945,63,226.4,22.0,0.0070,,
0.5030,64,226.3,22.0,0.0070,,
0.5115,65,226.5,22.0,0.0070,,
0.5200,66,226.8,22.0,0.0075,,
0.5275,67,226.9,22.0,0.0070,,
0.5360,68,227.4,22.0,0.0075,,
0.5445,69,228.3,22.0,0.0070,,
0.5525,70,228.7,22.0,0.0065,,
0.5610,71,229.2,22.0,0.0070,,
0.5685,72,229.3,22.0,0.0070,,
0.5770,73,229.3,22.0,0.0075,,
0.5855,74,229.8,22.0,0.0075,,
0.5940,75,230.4,22.0,0.0070,,
0.6025,76,230.7,22.0,0.0070,,
0.6110,77,230.9,22.0,0.0070,,
0.6185,78,231.1,22.0,0.0070,,
0.6270,79,231.6,22.0,0.0075,,
0.6350,80,231.8,22.0,0.0075,,
0.6435,81,232.1,22.0,0.0070,,
0.6520,82,232.2,22.0,0.0070,,
0.6605,83,232.2,22.0,0.0070,,
0.6680,84,232.8,22.0,0.0070,,
0.6765,85,233.2,22.0,0.0075,,
0.6850,86,233.4,22.0,0.0075,,
0.6935,87,233.8,22.0,0.0070,,
0.7015,88,233.9,22.0,0.0065,,
0.7100,89,234.2,22.0,0.0070,,
0.7185,90,234.1,22.0,0.0075,,
0.7260,91,234.1,22.0,0.0070,,
0.7345,92,234.3,22.0,0.0075,,
0.7430,93,234.7,22.0,0.0070,,
0.7515,94,235.1,22.0,0.0070,,
0.7595,95,235.5,22.0,0.0065,,
0.7680,96,235.5,22.0,0.0075,,
0.7760,97,236.1,22.0,0.0075,,
0.7840,98,236.3,22.0,0.0075,,
0.7925,99,236.6,22.0,0.0070,,
0.8010,100,236.7,22.0,0.0070,,
0.8095,101,236.3,22.0,0.0070,,
0.8170,102,236.6,22.0,0.0070,,
0.8255,103,236.3,22.0,0.0075,,
0.8340,104,236.5,22.0,0.0075,,
0.8420,105,236.7,22.0,0.0065,,
0.8500,106,237.0,22.0,0.0065,,
0.8585,107,237.1,22.0,0.0070,,
0.8660,108,237.3,22.0,0.0070,,
0.8745,109,237.6,22.0,0.0075,,
0.8830,110,238.0,22.0,0.0075,,
0.8910,111,238.8,22.0,0.0065,,
0.8970,112,239.1,22.0,0.0050,,
0.9005,113,239.0,22.0,0.0030,,
0.9025,114,238.7,22.0,0.0020,,
0.9030,115,238.5,22.0,0.0005,,
0.9040,116,238.5,22.0,0.0010,,
0.9045,117,238.6,22.0,0.0005,,
0.9050,118,238.6,22.0,0.0005,,
0.9055,119,239.2,22.0,0.0005,,
0.9065,120,239.3,22.0,0.0010,,
0.9075,121,239.4,22.0,0.0010,,
0.9085,122,239.4,22.0,0.0010,,
0.9095,123,239.7,22.0,0.0010,,
0.9105,124,239.7,22.0,0.0010,,
0.9115,125,239.6,22.0,0.0010,,
0.9120,126,239.8,22.0,0.0005,,
0.9130,127,239.8,22.0,0.0010,,
0.9140,128,239.2,22.0,0.0010,,
0.9155,129,239.0,22.0,0.0010,,
0.9160,130,239.0,22.0,0.0005,,
0.9170,131,238.9,22.0,0.0010,,
0.9175,132,239.1,22.0,0.0005,,
0.9185,133,240.0,22.0,0.0010,,
Scope 1/1, Sample 2/2 (Batch168_02)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-42.3,21.9,NaN,,
0.0005,1,-56.7,21.8,0.0005,,
0.0020,2,-57.4,21.8,0.0015,,
0.0050,3,-57.3,21.8,0.0025,,
0.0085,4,-57.6,21.8,0.0030,,
0.0150,5,-57.1,21.8,0.0055,,
0.0235,6,-56.2,21.8,0.0070,,
0.0320,7,-54.9,21.8,0.0075,,
0.0395,8,-53.7,21.8,0.0070,,
0.0480,9,-52.6,21.8,0.0075,,
0.0560,10,-51.3,21.8,0.0065,,
0.0645,11,-49.7,21.8,0.0070,,
0.0730,12,-47.6,21.8,0.0070,,
0.0805,13,-45.5,21.8,0.0070,,
0.0890,14,-43.5,21.8,0.0075,,
0.0975,15,-41.1,21.8,0.0075,,
0.1060,16,-38.4,21.8,0.0070,,
0.1145,17,-34.9,21.8,0.0070,,
0.1230,18,-31.8,21.8,0.0070,,
0.1305,19,-29.0,21.8,0.0070,,
0.1390,20,-25.6,21.8,0.0075,,
0.1470,21,-21.9,21.8,0.0075,,
0.1555,22,-18.2,21.8,0.0070,,
0.1640,23,-14.4,21.8,0.0070,,
0.1725,24,-10.6,21.8,0.0070,,
0.1800,25,-7.8,21.8,0.0070,,
0.1885,26,-5.5,21.8,0.0075,,
0.1970,27,-3.2,21.8,0.0070,,
0.2055,28,0.5,21.8,0.0070,,
0.2140,29,1.9,21.8,0.0070,,
0.2220,30,3.0,21.8,0.0065,,
0.2300,31,4.6,21.8,0.0075,,
0.2380,32,5.8,21.8,0.0075,,
0.2465,33,7.2,21.8,0.0070,,
0.2550,34,9.0,21.8,0.0070,,
0.2635,35,10.3,21.8,0.0070,,
0.2720,36,11.0,21.8,0.0075,,
0.2795,37,12.2,21.8,0.0070,,
0.2880,38,13.4,21.8,0.0075,,
0.2965,39,14.5,21.8,0.0070,,
0.3045,40,15.5,21.8,0.0065,,
0.3130,41,17.0,21.8,0.0070,,
0.3215,42,17.9,21.8,0.0075,,
0.3290,43,19.6,21.8,0.0070,,
0.3375,44,20.6,21.8,0.0075,,
0.3460,45,21.6,21.8,0.0070,,
0.3545,46,22.5,21.8,0.0070,,
0.3630,47,23.4,21.8,0.0070,,
0.3710,48,24.3,21.8,0.0075,,
0.3790,49,25.3,21.8,0.0075,,
0.3870,50,25.6,21.8,0.0075,,
0.3955,51,25.8,21.8,0.0070,,
0.4040,52,26.9,21.8,0.0070,,
0.4125,53,27.6,21.8,0.0070,,
0.4200,54,28.6,21.8,0.0070,,
0.4285,55,29.3,21.8,0.0075,,
0.4370,56,30.2,21.8,0.0075,,
0.4455,57,31.2,21.8,0.0070,,
0.4540,58,32.4,21.8,0.0070,,
0.4620,59,33.5,21.8,0.0065,,
0.4700,60,34.3,21.8,0.0075,,
0.4780,61,35.3,21.8,0.0075,,
0.4865,62,35.4,21.8,0.0075,,
0.4950,63,36.3,21.8,0.0070,,
0.5035,64,37.4,21.8,0.0070,,
0.5120,65,37.9,21.8,0.0070,,
0.5205,66,38.3,21.8,0.0075,,
0.5280,67,39.4,21.8,0.0070,,
0.5365,68,40.6,21.8,0.0075,,
0.5445,69,41.7,21.8,0.0065,,
0.5530,70,42.4,21.8,0.0070,,
0.5615,71,43.4,21.8,0.0070,,
0.5690,72,44.0,21.8,0.0070,,
0.5775,73,44.7,21.8,0.0075,,
0.5860,74,45.6,21.8,0.0075,,
0.5945,75,46.5,21.8,0.0070,,
0.6030,76,47.2,21.8,0.0070,,
0.6110,77,47.8,21.8,0.0065,,
0.6190,78,48.7,21.8,0.0075,,
0.6270,79,49.5,21.8,0.0075,,
0.6355,80,50.2,21.8,0.0075,,
0.6440,81,50.9,21.8,0.0070,,
0.6525,82,51.9,21.8,0.0070,,
0.6610,83,52.5,21.8,0.0070,,
0.6695,84,53.4,21.8,0.0075,,
0.6770,85,53.8,21.8,0.0070,,
0.6855,86,54.2,21.8,0.0075,,
0.6940,87,55.0,21.8,0.0070,,
0.7020,88,55.8,21.8,0.0065,,
0.7105,89,56.6,21.8,0.0070,,
0.7190,90,57.5,21.8,0.0075,,
0.7265,91,58.4,21.8,0.0070,,
0.7350,92,58.9,21.8,0.0075,,
0.7435,93,60.0,21.8,0.0070,,
0.7520,94,61.6,21.8,0.0070,,
0.7605,95,63.0,21.8,0.0070,,
0.7680,96,63.8,21.8,0.0070,,
0.7765,97,64.7,21.8,0.0075,,
0.7845,98,65.3,21.8,0.0075,,
0.7930,99,65.9,21.8,0.0070,,
0.8015,100,67.1,21.8,0.0070,,
0.8100,101,68.2,21.8,0.0070,,
0.8175,102,69.0,21.8,0.0070,,
0.8260,103,70.2,21.8,0.0075,,
0.8345,104,71.6,21.8,0.0075,,
0.8430,105,72.3,21.8,0.0070,,
0.8510,106,73.1,21.8,0.0065,,
0.8595,107,74.5,21.8,0.0070,,
0.8680,108,75.4,21.8,0.0075,,
0.8755,109,76.8,21.8,0.0070,,
0.8840,110,78.6,21.8,0.0075,,
0.8925,111,80.0,21.8,0.0070,,
0.9010,112,81.3,21.8,0.0070,,
0.9095,113,82.7,21.8,0.0070,,
0.9175,114,83.1,21.8,0.0065,,
0.9250,115,84.5,21.8,0.0070,,
0.9335,116,86.5,21.8,0.0075,,
0.9420,117,88.3,21.8,0.0075,,
0.9505,118,90.3,21.8,0.0070,,
0.9590,119,93.0,21.8,0.0070,,
0.9675,120,95.1,21.8,0.0070,,
0.9750,121,96.5,21.8,0.0070,,
0.9835,122,98.7,21.8,0.0075,,
0.9920,123,100.9,21.8,0.0070,,
1.0000,124,103.0,21.8,0.0065,,
1.0085,125,105.5,21.8,0.0070,,
1.0170,126,108.4,21.8,0.0075,,
1.0245,127,111.4,21.8,0.0070,,
1.0330,128,115.2,21.8,0.0075,,
1.0415,129,118.8,21.8,0.0070,,
1.0500,130,122.5,21.8,0.0070,,
1.0585,131,126.6,21.8,0.0070,,
1.0665,132,129.8,21.8,0.0075,,
1.0745,133,134.6,21.8,0.0075,,
1.0825,134,139.2,21.8,0.0075,,
1.0910,135,144.3,21.8,0.0070,,
1.0995,136,149.1,21.8,0.0070,,
1.1080,137,153.4,21.8,0.0070,,
1.1165,138,157.4,21.8,0.0075,,
1.1240,139,161.3,21.8,0.0070,,
1.1325,140,165.0,21.8,0.0075,,
1.1410,141,168.2,21.8,0.0070,,
1.1490,142,170.7,21.8,0.0065,,
1.1575,143,173.8,21.8,0.0070,,
1.1660,144,176.2,21.8,0.0070,,
1.1735,145,178.3,21.8,0.0070,,
1.1820,146,180.2,21.8,0.0075,,
1.1905,147,182.0,21.8,0.0070,,
1.1980,148,183.8,21.8,0.0060,,
1.2040,149,185.2,21.8,0.0050,,
1.2070,150,186.4,21.8,0.0025,,
1.2085,151,186.3,21.8,0.0015,,
1.2095,152,186.1,21.8,0.0010,,
1.2105,153,187.0,21.8,0.0010,,
1.2125,154,187.8,21.8,0.0015,,
1.2160,155,188.2,21.8,0.0030,,
1.2195,156,188.4,21.8,0.0030,,
1.2210,157,189.4,21.8,0.0015,,
1.2215,158,189.6,21.8,0.0005,,
1.2220,159,189.6,21.8,0.0005,,
1.2235,160,190.0,21.8,0.0015,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.9,22.1,NaN,,
0.0005,1,189.7,22.1,0.0005,,
0.0020,2,190.0,22.1,0.0015,,
0.0050,3,189.8,22.1,0.0025,,
0.0085,4,189.8,22.1,0.0030,,
0.0150,5,190.1,22.1,0.0055,,
0.0235,6,191.1,22.1,0.0070,,
0.0310,7,193.0,22.1,0.0070,,
0.0395,8,194.5,22.1,0.0075,,
0.0480,9,195.4,22.1,0.0075,,
0.0560,10,196.7,22.1,0.0065,,
0.0645,11,197.8,22.1,0.0070,,
0.0730,12,198.8,22.1,0.0070,,
0.0805,13,199.6,22.1,0.0070,,
0.0890,14,199.9,22.1,0.0075,,
0.0975,15,200.4,22.1,0.0070,,
0.1060,16,201.4,22.1,0.0070,,
0.1145,17,202.4,22.1,0.0070,,
0.1230,18,203.0,22.1,0.0075,,
0.1305,19,203.8,22.1,0.0070,,
0.1390,20,205.0,22.1,0.0070,,
0.1470,21,205.5,22.1,0.0075,,
0.1555,22,206.1,22.1,0.0070,,
0.1640,23,206.7,22.1,0.0070,,
0.1725,24,207.7,22.1,0.0070,,
0.1800,25,208.6,22.1,0.0070,,
0.1885,26,209.2,22.1,0.0075,,
0.1970,27,209.6,22.1,0.0070,,
0.2055,28,210.2,22.1,0.0070,,
0.2135,29,210.7,22.1,0.0065,,
0.2220,30,211.3,22.1,0.0070,,
0.2300,31,212.0,22.1,0.0075,,
0.2380,32,212.4,22.1,0.0075,,
0.2465,33,213.2,22.1,0.0075,,
0.2550,34,213.6,22.1,0.0070,,
0.2635,35,214.1,22.1,0.0070,,
0.2720,36,214.7,22.1,0.0070,,
0.2795,37,215.2,22.1,0.0070,,
0.2880,38,215.6,22.1,0.0075,,
0.2965,39,216.1,22.1,0.0070,,
0.3045,40,216.7,22.1,0.0065,,
0.3130,41,217.2,22.1,0.0070,,
0.3215,42,217.5,22.1,0.0070,,
0.3290,43,218.1,22.1,0.0070,,
0.3375,44,218.7,22.1,0.0075,,
0.3460,45,219.0,22.1,0.0070,,
0.3545,46,219.4,22.1,0.0070,,
0.3630,47,219.8,22.1,0.0070,,
0.3710,48,220.2,22.1,0.0065,,
0.3790,49,220.6,22.1,0.0075,,
0.3870,50,221.1,22.1,0.0075,,
0.3955,51,221.3,22.1,0.0070,,
0.4040,52,221.8,22.1,0.0070,,
0.4125,53,222.7,22.1,0.0070,,
0.4210,54,223.1,22.1,0.0075,,
