Raw Data
Scope 1/1, Sample 1/2 (Batch168_01)
Method Function,Sample (S1)
Creation time,3/27/2018 12:32:42 PM,
Sample start time,3/27/2018 12:32:42 PM,
Sample size,50.0635 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,3/27/2018 12:32:43 PM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,3/27/2018 12:32:52 PM,
Terminated at,Stop at endpoint,
EEQ1,190 mV,
Q1,0.123350 mmol,
VEQ1,1.2335 mL,
EST,-34.9 mV,
VEX,0 mL,
VEND,1.2335 mL,
t,02:47 min,
QEND,0.123350 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,3/27/2018 12:35:50 PM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,3/27/2018 12:42:51 PM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.099992 mmol,
VEQ1,0.999917 mL,
EST,189.8 mV,
VEX,0.000083 mL,
VEND,1.000000 mL,
t,02:36 min,
QEND,0.100000 mmol,
QEX,0.000008 mmol,
Scope 1/1, Sample 2/2 (Batch168_02)
Method Function,Sample (S1)
Creation time,3/27/2018 12:45:48 PM,
Sample start time,3/27/2018 12:45:48 PM,
Sample size,50.0834 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,3/27/2018 12:45:48 PM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,3/27/2018 12:45:49 PM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.123594 mmol,
VEQ1,1.235944 mL,
EST,-40.7 mV,
VEX,0.000055 mL,
VEND,1.235999 mL,
t,02:48 min,
QEND,0.123600 mmol,
QEX,0.000005 mmol,
Method Function,Stir (Stir1)
Creation time,3/27/2018 12:48:45 PM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,3/27/2018 12:55:46 PM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.099950 mmol,
VEQ1,0.9995 mL,
EST,190.0 mV,
VEX,0 mL,
VEND,0.9995 mL,
t,02:36 min,
QEND,0.099950 mmol,
QEX,0.0000 mmol,

Table of Measured Values
Task,T342
Scope 1/1, Sample 1/2 (Batch168_01)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.2795,37,215.0,19.7,0.0070,,
0.2875,38,215.4,19.7,0.0065,,
0.2960,39,215.9,19.7,0.0070,,
0.3035,40,216.3,19.7,0.0070,,
0.3120,41,216.9,19.7,0.0075,,
0.3205,42,217.3,19.7,0.0075,,
0.3290,43,217.3,19.7,0.0070,,
0.3375,44,217.4,19.7,0.0070,,
0.3460,45,217.5,19.7,0.0070,,
0.3535,46,217.9,19.7,0.0070,,
0.3620,47,218.6,19.7,0.0075,,
0.3705,48,218.7,19.7,0.0070,,
0.3785,49,219.1,19.7,0.0065,,
0.3870,50,219.4,19.7,0.0070,,
0.3955,51,219.8,19.7,0.0075,,
0.4030,52,220.6,19.7,0.0070,,
0.4115,53,221.5,19.7,0.0075,,
0.4200,54,222.1,19.7,0.0070,,
0.4285,55,222.4,19.7,0.0070,,
0.4370,56,222.8,19.7,0.0070,,
0.4445,57,223.2,19.7,0.0070,,
0.4530,58,223.5,19.7,0.0075,,
0.4615,59,223.3,19.7,0.0075,,
0.4695,60,223.6,19.7,0.0065,,
0.4780,61,223.5,19.7,0.0070,,
0.4865,62,223.8,19.7,0.0070,,
0.4940,63,224.0,19.7,0.0070,,
0.5025,64,224.5,19.7,0.0075,,
0.5110,65,225.1,19.7,0.0070,,
0.5195,66,225.8,19.7,0.0070,,
0.5280,67,226.4,19.7,0.0070,,
0.5365,68,226.5,19.7,0.0075,,
0.5440,69,227.1,19.7,0.0070,,
0.5525,70,227.4,19.7,0.0075,,
0.5605,71,227.6,19.7,0.0065,,
0.5690,72,228.0,19.7,0.0070,,
0.5775,73,228.2,19.7,0.0070,,
0.5850,74,228.3,19.7,0.0070,,
0.5935,75,227.9,19.7,0.0075,,
0.6020,76,227.9,19.7,0.0075,,
0.6105,77,228.7,19.7,0.0070,,
0.6190,78,228.7,19.7,0.0070,,
0.6275,79,229.4,19.7,0.0070,,
0.6350,80,229.1,19.7,0.0070,,
0.6435,81,229.3,19.7,0.0075,,
0.6520,82,230.1,19.7,0.0070,,
0.6600,83,230.9,19.7,0.0065,,
0.6685,84,231.2,19.7,0.0070,,
0.6765,85,231.3,19.7,0.0075,,
0.6845,86,231.7,19.7,0.0075,,
0.6930,87,231.4,19.7,0.0075,,
0.7015,88,231.5,19.7,0.0070,,
0.7100,89,231.4,19.7,0.0070,,
0.7185,90,231.7,19.7,0.0070,,
0.7260,91,231.9,19.7,0.0070,,
0.7345,92,232.4,19.7,0.0075,,
0.7430,93,233.1,19.7,0.0070,,
0.7515,94,233.0,19.7,0.0070,,
0.7595,95,233.7,19.7,0.0065,,
0.7680,96,233.7,19.7,0.0075,,
0.7755,97,234.3,19.7,0.0070,,
0.7840,98,234.6,19.7,0.0075,,
0.7925,99,234.4,19.7,0.0070,,
0.8010,100,234.0,19.7,0.0070,,
0.8095,101,234.2,19.7,0.0070,,
0.8170,102,235.0,19.7,0.0070,,
0.8255,103,234.9,19.7,0.0075,,
0.8340,104,235.5,19.7,0.0075,,
0.8425,105,235.2,19.7,0.0070,,
0.8505,106,235.2,19.7,0.0065,,
0.8590,107,235.6,19.7,0.0070,,
0.8670,108,235.8,19.7,0.0075,,
0.8750,109,236.2,19.7,0.0075,,
0.8835,110,236.6,19.7,0.0070,,
0.8920,111,236.9,19.7,0.0070,,
0.9005,112,237.3,19.7,0.0070,,
0.9090,113,237.5,19.7,0.0075,,
0.9165,114,237.8,19.7,0.0070,,
0.9250,115,237.6,19.7,0.0075,,
0.9335,116,237.5,19.7,0.0070,,
0.9415,117,237.8,19.7,0.0065,,
0.9495,118,237.9,19.7,0.0065,,
0.9505,119,237.9,19.7,0.0010,,
0.9520,120,238.1,19.7,0.0015,,
0.9525,121,237.8,19.7,0.0005,,
0.9535,122,238.2,19.7,0.0010,,
0.9550,123,238.9,19.7,0.0010,,
0.9575,124,239.1,19.7,0.0025,,
0.9595,125,239.1,19.7,0.0020,,
0.9630,126,238.9,19.7,0.0030,,
0.9675,127,238.8,19.7,0.0035,,
0.9725,128,238.9,19.7,0.0040,,
0.9765,129,238.8,19.7,0.0035,,
0.9775,130,238.8,19.7,0.0010,,
0.9785,131,238.4,19.7,0.0010,,
0.9790,132,238.6,19.7,0.0005,,
0.9800,133,238.7,19.7,0.0010,,
0.9805,134,239.1,19.7,0.0005,,
0.9815,135,239.4,19.7,0.0010,,
0.9825,136,239.4,19.7,0.0010,,
0.9835,137,239.4,19.7,0.0010,,
0.9845,138,239.6,19.7,0.0010,,
0.9860,139,239.7,19.7,0.0010,,
0.9885,140,239.6,19.7,0.0020,,
0.9895,141,239.7,19.7,0.0010,,
0.9905,142,239.8,19.7,0.0010,,
0.9910,143,239.8,19.7,0.0005,,
0.9920,144,239.7,19.7,0.0010,,
0.9930,145,239.4,19.7,0.0010,,
0.9940,146,239.0,19.7,0.0010,,
0.9955,147,238.9,19.7,0.0015,,
0.9970,148,238.9,19.7,0.0015,,
0.9985,149,238.8,19.7,0.0015,,
0.9990,150,239.1,19.7,0.0005,,
0.9995,150,240.0,19.7,0.0010,,
