Raw Data
Scope 1/1, Sample 1/2 (Batch168_01)
Method Function,Sample (S1)
Creation time,3/27/2018 12:32:42 PM,
Sample start time,3/27/2018 12:32:42 PM,
Sample size,50.0635 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,3/27/2018 12:32:43 PM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,3/27/2018 12:32:52 PM,
Terminated at,Stop at endpoint,
EEQ1,190 mV,
Q1,0.123350 mmol,
VEQ1,1.2335 mL,
EST,-34.9 mV,
VEX,0 mL,
VEND,1.2335 mL,
t,02:47 min,
QEND,0.123350 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,3/27/2018 12:35:50 PM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,3/27/2018 12:42:51 PM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.099992 mmol,
VEQ1,0.999917 mL,
EST,189.8 mV,
VEX,0.000083 mL,
VEND,1.000000 mL,
t,02:36 min,
QEND,0.100000 mmol,
QEX,0.000008 mmol,
Scope 1/1, Sample 2/2 (Batch168_02)
Method Function,Sample (S1)
Creation time,3/27/2018 12:45:48 PM,
Sample start time,3/27/2018 12:45:48 PM,
Sample size,50.0834 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,3/27/2018 12:45:48 PM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,3/27/2018 12:45:49 PM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.123594 mmol,
VEQ1,1.235944 mL,
EST,-40.7 mV,
VEX,0.000055 mL,
VEND,1.235999 mL,
t,02:48 min,
QEND,0.123600 mmol,
QEX,0.000005 mmol,
Method Function,Stir (Stir1)
Creation time,3/27/2018 12:48:45 PM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,3/27/2018 12:55:46 PM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.099950 mmol,
VEQ1,0.9995 mL,
EST,190.0 mV,
VEX,0 mL,
VEND,0.9995 mL,
t,02:36 min,
QEND,0.099950 mmol,
QEX,0.0000 mmol,

Table of Measured Values
Task,T342
Scope 1/1, Sample 1/2 (Batch168_01)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
Scope 1/1, Sample 2/2 (Batch168_02)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-40.7,19.4,NaN,,
0.0005,1,-57.4,19.4,0.0005,,
0.0020,2,-58.6,19.4,0.0015,,
0.0050,3,-59.7,19.4,0.0025,,
0.0090,4,-60.1,19.4,0.0035,,
0.0150,5,-60.0,19.4,0.0050,,
0.0235,6,-59.3,19.4,0.0075,,
0.0310,7,-58.5,19.3,0.0070,,
0.0395,8,-57.4,19.3,0.0075,,
0.0480,9,-55.8,19.3,0.0070,,
0.0565,10,-53.7,19.3,0.0070,,
0.0650,11,-51.6,19.3,0.0070,,
0.0725,12,-49.7,19.3,0.0070,,
0.0810,13,-47.7,19.3,0.0075,,
0.0895,14,-45.1,19.3,0.0075,,
0.0975,15,-42.0,19.3,0.0065,,
0.1060,16,-39.3,19.3,0.0070,,
0.1145,17,-36.7,19.3,0.0070,,
0.1220,18,-34.1,19.3,0.0070,,
0.1305,19,-30.9,19.3,0.0075,,
0.1390,20,-27.1,19.3,0.0070,,
0.1475,21,-23.2,19.3,0.0070,,
0.1560,22,-19.4,19.3,0.0070,,
0.1645,23,-15.6,19.4,0.0075,,
0.1720,24,-12.1,19.4,0.0070,,
0.1805,25,-9.7,19.3,0.0075,,
0.1885,26,-6.1,19.4,0.0065,,
0.1970,27,-3.2,19.4,0.0070,,
0.2055,28,-0.9,19.4,0.0070,,
0.2130,29,0.3,19.4,0.0070,,
0.2215,30,2.2,19.4,0.0075,,
0.2300,31,4.4,19.4,0.0075,,
0.2385,32,6.0,19.4,0.0070,,
0.2470,33,7.4,19.4,0.0070,,
0.2555,34,8.4,19.4,0.0075,,
0.2630,35,9.4,19.3,0.0070,,
0.2715,36,10.5,19.4,0.0075,,
0.2800,37,11.7,19.4,0.0070,,
0.2880,38,12.9,19.4,0.0065,,
0.2965,39,14.1,19.4,0.0070,,
0.3040,40,15.0,19.4,0.0070,,
0.3125,41,16.0,19.4,0.0075,,
0.3210,42,17.2,19.4,0.0075,,
0.3295,43,18.5,19.4,0.0070,,
0.3380,44,19.3,19.4,0.0070,,
0.3465,45,20.1,19.4,0.0070,,
0.3540,46,20.8,19.4,0.0070,,
0.3625,47,21.7,19.4,0.0075,,
0.3710,48,22.6,19.4,0.0070,,
0.3790,49,23.9,19.4,0.0065,,
0.3875,50,24.5,19.4,0.0070,,
0.3960,51,25.2,19.4,0.0070,,
0.4035,52,26.3,19.4,0.0070,,
0.4120,53,27.1,19.4,0.0075,,
0.4205,54,28.1,19.4,0.0070,,
0.4290,55,28.8,19.4,0.0070,,
0.4375,56,29.6,19.4,0.0070,,
0.4455,57,30.4,19.4,0.0075,,
0.4535,58,30.9,19.4,0.0075,,
0.4620,59,31.3,19.4,0.0075,,
0.4700,60,32.1,19.4,0.0065,,
0.4785,61,33.1,19.4,0.0070,,
0.4870,62,34.0,19.4,0.0070,,
0.4945,63,34.7,19.4,0.0070,,
0.5030,64,36.0,19.4,0.0075,,
0.5115,65,37.0,19.4,0.0075,,
0.5200,66,37.8,19.4,0.0070,,
0.5285,67,38.3,19.4,0.0070,,
0.5370,68,39.6,19.4,0.0070,,
0.5445,69,40.3,19.4,0.0070,,
0.5530,70,40.8,19.4,0.0075,,
0.5615,71,40.7,19.4,0.0070,,
0.5695,72,41.3,19.4,0.0065,,
0.5780,73,42.0,19.4,0.0070,,
0.5855,74,42.8,19.4,0.0070,,
0.5940,75,43.7,19.4,0.0075,,
0.6025,76,44.4,19.4,0.0075,,
0.6110,77,45.0,19.4,0.0070,,
0.6195,78,46.1,19.4,0.0070,,
0.6280,79,46.8,19.4,0.0070,,
0.6355,80,48.0,19.4,0.0070,,
0.6440,81,48.3,19.4,0.0075,,
0.6520,82,48.9,19.4,0.0075,,
0.6605,83,50.0,19.4,0.0070,,
0.6690,84,50.6,19.4,0.0070,,
0.6775,85,51.4,19.4,0.0070,,
0.6850,86,52.1,19.4,0.0070,,
0.6935,87,53.0,19.4,0.0075,,
0.7020,88,54.0,19.4,0.0075,,
0.7105,89,55.0,19.4,0.0070,,
0.7190,90,56.1,19.4,0.0070,,
0.7270,91,57.0,19.4,0.0075,,
0.7350,92,57.8,19.4,0.0075,,
0.7430,93,58.9,19.4,0.0075,,
0.7515,94,59.4,19.4,0.0070,,
0.7600,95,60.6,19.4,0.0070,,
0.7685,96,61.7,19.4,0.0070,,
0.7770,97,63.1,19.4,0.0075,,
0.7845,98,64.2,19.4,0.0070,,
0.7930,99,64.7,19.4,0.0075,,
0.8015,100,65.7,19.4,0.0070,,
0.8100,101,66.6,19.4,0.0070,,
0.8180,102,67.4,19.4,0.0065,,
0.8260,103,68.2,19.4,0.0075,,
0.8340,104,68.9,19.4,0.0075,,
0.8425,105,69.9,19.4,0.0075,,
0.8510,106,70.7,19.4,0.0070,,
0.8595,107,72.0,19.4,0.0070,,
0.8680,108,73.0,19.4,0.0070,,
0.8755,109,74.2,19.4,0.0070,,
0.8840,110,76.1,19.4,0.0075,,
0.8925,111,78.0,19.4,0.0070,,
0.9010,112,79.1,19.4,0.0070,,
0.9090,113,80.5,19.4,0.0065,,
0.9175,114,81.6,19.4,0.0075,,
0.9255,115,83.2,19.4,0.0075,,
0.9335,116,84.8,19.4,0.0075,,
0.9420,117,86.3,19.4,0.0070,,
0.9505,118,89.0,19.4,0.0070,,
0.9590,119,90.6,19.4,0.0070,,
0.9665,120,91.6,19.4,0.0070,,
0.9750,121,93.5,19.4,0.0075,,
0.9835,122,95.8,19.4,0.0075,,
0.9920,123,98.9,19.4,0.0070,,
1.0005,124,101.6,19.4,0.0070,,
1.0085,125,103.9,19.4,0.0065,,
1.0165,126,106.4,19.4,0.0075,,
1.0245,127,109.4,19.4,0.0075,,
1.0330,128,112.4,19.4,0.0070,,
1.0415,129,116.3,19.4,0.0070,,
1.0500,130,119.7,19.4,0.0070,,
1.0585,131,123.2,19.4,0.0075,,
1.0660,132,127.5,19.4,0.0070,,
1.0745,133,131.9,19.4,0.0075,,
1.0830,134,135.9,19.4,0.0070,,
1.0915,135,140.0,19.4,0.0070,,
1.0995,136,144.6,19.4,0.0065,,
1.1075,137,148.9,19.4,0.0075,,
1.1160,138,154.0,19.4,0.0075,,
1.1240,139,157.8,19.4,0.0065,,
1.1325,140,161.2,19.4,0.0070,,
1.1410,141,165.3,19.4,0.0070,,
1.1495,142,168.0,19.4,0.0075,,
1.1570,143,170.9,19.4,0.0070,,
1.1655,144,173.0,19.4,0.0075,,
1.1740,145,174.8,19.4,0.0070,,
1.1825,146,176.5,19.4,0.0070,,
1.1910,147,178.4,19.4,0.0070,,
1.1985,148,180.2,19.4,0.0070,,
1.2065,149,181.8,19.4,0.0075,,
1.2145,150,183.6,19.4,0.0075,,
1.2210,151,185.0,19.4,0.0055,,
1.2235,152,186.4,19.4,0.0020,,
1.2235,153,187.1,19.4,0.0000,,
1.2255,154,187.3,19.4,0.0020,,
1.2270,155,187.4,19.4,0.0015,,
1.2285,156,188.0,19.4,0.0015,,
1.2310,157,188.7,19.4,0.0020,,
1.2335,158,189.3,19.4,0.0020,,
1.2345,159,189.5,19.4,0.0010,,
1.2350,160,189.6,19.4,0.0005,,
1.2355,161,189.2,19.4,0.0005,,
1.2360,162,190.1,19.4,0.0005,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,190.0,19.7,NaN,,
0.0005,1,189.6,19.7,0.0005,,
0.0020,2,190.1,19.7,0.0015,,
0.0050,3,190.4,19.7,0.0025,,
0.0085,4,190.6,19.7,0.0030,,
0.0145,5,191.2,19.7,0.0050,,
0.0230,6,191.9,19.7,0.0075,,
0.0305,7,192.0,19.7,0.0070,,
0.0390,8,193.0,19.7,0.0075,,
0.0475,9,194.2,19.7,0.0070,,
0.0560,10,195.1,19.7,0.0070,,
0.0645,11,196.4,19.7,0.0070,,
0.0720,12,197.5,19.7,0.0070,,
0.0805,13,198.8,19.7,0.0075,,
0.0890,14,200.0,19.7,0.0075,,
0.0970,15,201.0,19.7,0.0065,,
0.1055,16,201.8,19.7,0.0070,,
0.1140,17,202.6,19.7,0.0070,,
0.1215,18,203.4,19.7,0.0070,,
0.1300,19,204.0,19.7,0.0075,,
0.1385,20,204.6,19.7,0.0070,,
0.1470,21,204.6,19.7,0.0070,,
0.1555,22,205.3,19.7,0.0070,,
0.1630,23,205.7,19.7,0.0070,,
0.1715,24,206.5,19.7,0.0075,,
0.1800,25,207.8,19.7,0.0075,,
0.1880,26,208.6,19.7,0.0065,,
0.1965,27,209.5,19.7,0.0070,,
0.2050,28,210.1,19.7,0.0070,,
0.2125,29,210.6,19.7,0.0070,,
0.2210,30,210.9,19.7,0.0075,,
0.2295,31,211.4,19.7,0.0070,,
0.2380,32,211.7,19.7,0.0070,,
0.2465,33,211.8,19.7,0.0070,,
0.2540,34,212.3,19.7,0.0070,,
0.2625,35,213.3,19.7,0.0075,,
0.2710,36,214.3,19.7,0.0075,,
