Raw Data
Scope 1/1, Sample 1/2 (Batch168_01)
Method Function,Sample (S1)
Creation time,4/2/2018 9:59:48 AM,
Sample start time,4/2/2018 9:59:48 AM,
Sample size,50.0271 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,4/2/2018 9:59:49 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,4/2/2018 9:59:58 AM,
Terminated at,Stop at endpoint,
EEQ1,190 mV,
Q1,0.122700 mmol,
VEQ1,1.2270 mL,
EST,-41.7 mV,
VEX,0 mL,
VEND,1.2270 mL,
t,02:45 min,
QEND,0.122700 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,4/2/2018 10:02:55 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,4/2/2018 10:09:55 AM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.091200 mmol,
VEQ1,0.9120 mL,
EST,189.6 mV,
VEX,0 mL,
VEND,0.9120 mL,
t,02:43 min,
QEND,0.091200 mmol,
QEX,0.0000 mmol,
Scope 1/1, Sample 2/2 (Batch168_02)
Method Function,Sample (S1)
Creation time,4/2/2018 10:12:59 AM,
Sample start time,4/2/2018 10:12:59 AM,
Sample size,50.0673 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,4/2/2018 10:12:59 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,4/2/2018 10:12:59 AM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.122650 mmol,
VEQ1,1.2265 mL,
EST,-46.4 mV,
VEX,0 mL,
VEND,1.2265 mL,
t,02:47 min,
QEND,0.122650 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,4/2/2018 10:15:55 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,4/2/2018 10:22:56 AM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.091700 mmol,
VEQ1,0.9170 mL,
EST,189.7 mV,
VEX,0 mL,
VEND,0.9170 mL,
t,02:44 min,
QEND,0.091700 mmol,
QEX,0.0000 mmol,

Table of Measured Values
Task,T346
Scope 1/1, Sample 1/2 (Batch168_01)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
1.0335,128,113.7,22.0,0.0070,,
1.0420,129,117.8,22.0,0.0070,,
1.0495,130,120.6,22.0,0.0070,,
1.0580,131,125.2,22.0,0.0075,,
1.0660,132,128.5,22.0,0.0075,,
1.0745,133,133.3,22.0,0.0070,,
1.0830,134,137.6,22.0,0.0070,,
1.0915,135,142.8,22.0,0.0070,,
1.0990,136,146.3,22.0,0.0070,,
1.1075,137,151.1,22.0,0.0075,,
1.1160,138,155.8,22.0,0.0075,,
1.1245,139,159.7,22.0,0.0070,,
1.1325,140,163.0,22.0,0.0065,,
1.1410,141,165.9,22.0,0.0070,,
1.1485,142,168.5,22.0,0.0070,,
1.1570,143,171.3,22.0,0.0075,,
1.1655,144,174.3,22.0,0.0075,,
1.1740,145,176.8,22.0,0.0070,,
1.1825,146,178.8,22.0,0.0070,,
1.1910,147,181.2,22.0,0.0070,,
1.1980,148,182.8,22.0,0.0065,,
1.2050,149,184.6,22.0,0.0065,,
1.2085,150,185.9,22.0,0.0030,,
1.2095,151,186.1,22.0,0.0010,,
1.2105,152,186.1,22.0,0.0010,,
1.2115,153,186.1,22.0,0.0010,,
1.2130,154,186.3,22.0,0.0015,,
1.2150,155,186.9,22.0,0.0020,,
1.2185,156,187.6,22.0,0.0030,,
1.2230,157,188.2,22.0,0.0035,,
1.2265,158,188.9,22.0,0.0030,,
1.2270,159,189.8,22.0,0.0005,,
1.2270,159,190.2,22.0,0.0000,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.6,22.2,NaN,,
0.0005,1,190.3,22.2,0.0005,,
0.0020,2,190.4,22.2,0.0015,,
0.0050,3,190.4,22.2,0.0025,,
0.0085,4,190.7,22.2,0.0030,,
0.0145,5,191.4,22.2,0.0050,,
0.0230,6,192.4,22.2,0.0070,,
0.0305,7,193.3,22.2,0.0070,,
0.0390,8,194.6,22.2,0.0075,,
0.0475,9,195.9,22.2,0.0075,,
0.0560,10,196.5,22.2,0.0070,,
0.0645,11,198.0,22.2,0.0070,,
0.0725,12,199.1,22.2,0.0065,,
0.0800,13,199.9,22.2,0.0070,,
0.0885,14,200.2,22.2,0.0075,,
0.0970,15,200.8,22.2,0.0075,,
0.1055,16,201.8,22.2,0.0070,,
0.1140,17,202.7,22.2,0.0070,,
0.1225,18,203.8,22.2,0.0070,,
0.1300,19,204.2,22.2,0.0070,,
0.1385,20,204.9,22.2,0.0075,,
0.1465,21,205.6,22.2,0.0075,,
0.1550,22,206.3,22.2,0.0070,,
0.1635,23,207.0,22.2,0.0070,,
0.1720,24,207.9,22.2,0.0070,,
0.1795,25,208.4,22.2,0.0070,,
0.1880,26,209.0,22.2,0.0075,,
0.1965,27,209.6,22.2,0.0075,,
0.2050,28,210.6,22.2,0.0070,,
0.2130,29,211.1,22.2,0.0065,,
0.2215,30,211.8,22.2,0.0070,,
0.2290,31,212.4,22.2,0.0070,,
0.2375,32,213.4,22.2,0.0075,,
0.2460,33,213.9,22.2,0.0075,,
0.2545,34,214.2,22.2,0.0070,,
0.2630,35,214.4,22.2,0.0070,,
0.2715,36,214.8,22.2,0.0070,,
0.2790,37,215.5,22.2,0.0070,,
0.2875,38,216.7,22.2,0.0075,,
0.2955,39,217.3,22.2,0.0075,,
0.3040,40,217.7,22.2,0.0070,,
0.3125,41,218.0,22.2,0.0070,,
0.3210,42,218.4,22.2,0.0070,,
0.3295,43,219.0,22.2,0.0075,,
0.3370,44,219.2,22.2,0.0070,,
0.3455,45,219.3,22.2,0.0075,,
0.3540,46,219.8,22.2,0.0070,,
0.3625,47,220.4,22.2,0.0070,,
0.3705,48,220.7,22.2,0.0065,,
0.3785,49,221.2,22.2,0.0075,,
0.3865,50,222.1,22.2,0.0075,,
0.3950,51,222.3,22.2,0.0075,,
0.4035,52,222.3,22.2,0.0070,,
0.4120,53,222.3,22.2,0.0070,,
0.4205,54,222.6,22.2,0.0070,,
0.4290,55,223.8,22.2,0.0075,,
0.4365,56,224.1,22.2,0.0070,,
0.4450,57,224.1,22.2,0.0075,,
0.4530,58,224.3,22.2,0.0065,,
0.4615,59,224.6,22.2,0.0070,,
0.4700,60,225.1,22.2,0.0070,,
0.4775,61,225.5,22.2,0.0070,,
0.4860,62,226.4,22.2,0.0075,,
0.4945,63,226.6,22.2,0.0075,,
0.5030,64,226.9,22.2,0.0070,,
0.5115,65,227.3,22.2,0.0070,,
0.5200,66,227.8,22.2,0.0070,,
0.5275,67,228.1,22.2,0.0070,,
0.5355,68,228.5,22.2,0.0075,,
0.5440,69,228.9,22.2,0.0075,,
0.5525,70,229.3,22.2,0.0070,,
0.5610,71,229.5,22.2,0.0070,,
0.5695,72,229.8,22.2,0.0070,,
0.5770,73,229.9,22.2,0.0070,,
0.5855,74,230.3,22.2,0.0075,,
0.5940,75,230.6,22.2,0.0075,,
0.6025,76,231.0,22.2,0.0070,,
0.6105,77,231.1,22.2,0.0065,,
0.6190,78,231.2,22.2,0.0070,,
0.6265,79,231.5,22.2,0.0070,,
0.6350,80,232.1,22.2,0.0075,,
0.6435,81,232.4,22.2,0.0075,,
0.6520,82,232.4,22.2,0.0070,,
0.6605,83,232.6,22.2,0.0070,,
0.6690,84,232.8,22.2,0.0070,,
0.6765,85,232.9,22.2,0.0070,,
0.6850,86,232.7,22.2,0.0075,,
0.6935,87,232.8,22.2,0.0070,,
0.7015,88,233.3,22.2,0.0065,,
0.7100,89,233.9,22.2,0.0070,,
0.7185,90,234.1,22.2,0.0070,,
0.7260,91,234.5,22.2,0.0070,,
0.7345,92,234.7,22.2,0.0075,,
0.7430,93,234.5,22.2,0.0070,,
0.7515,94,234.5,22.2,0.0070,,
0.7600,95,234.9,22.2,0.0070,,
0.7675,96,234.9,22.2,0.0070,,
0.7760,97,235.3,22.2,0.0075,,
0.7840,98,235.5,22.2,0.0075,,
0.7925,99,235.6,22.2,0.0070,,
0.8010,100,235.8,22.2,0.0070,,
0.8095,101,236.1,22.2,0.0070,,
0.8165,102,236.3,22.2,0.0065,,
0.8250,103,236.5,22.2,0.0075,,
0.8335,104,236.8,22.2,0.0075,,
0.8420,105,237.0,22.2,0.0070,,
0.8495,106,237.1,22.2,0.0060,,
0.8505,107,237.3,22.2,0.0010,,
0.8515,108,237.9,22.2,0.0010,,
0.8525,109,237.9,22.2,0.0010,,
0.8535,110,238.3,22.2,0.0010,,
0.8540,111,237.9,22.2,0.0005,,
0.8555,112,237.5,22.2,0.0010,,
0.8570,113,237.5,22.2,0.0010,,
0.8595,114,237.9,22.2,0.0025,,
0.8605,115,237.6,22.2,0.0010,,
0.8620,116,237.7,22.2,0.0015,,
0.8630,117,237.6,22.2,0.0010,,
0.8650,118,237.7,22.2,0.0015,,
0.8685,119,238.0,22.2,0.0030,,
0.8725,120,237.8,22.2,0.0035,,
0.8730,121,237.9,22.2,0.0005,,
0.8735,122,238.2,22.2,0.0005,,
0.8740,123,238.3,22.2,0.0005,,
0.8750,124,238.5,22.2,0.0010,,
0.8755,125,238.3,22.2,0.0005,,
0.8760,126,238.5,22.2,0.0005,,
0.8780,127,238.2,22.2,0.0020,,
0.8800,128,238.0,22.2,0.0020,,
0.8840,129,238.1,22.2,0.0035,,
0.8890,130,238.2,22.2,0.0040,,
0.8895,131,238.3,22.2,0.0005,,
0.8895,132,238.8,22.2,0.0000,,
0.8905,133,239.2,22.2,0.0010,,
0.8910,134,239.1,22.2,0.0005,,
0.8915,135,239.1,22.2,0.0005,,
0.8925,136,238.9,22.2,0.0010,,
0.8935,137,238.6,22.2,0.0010,,
0.8935,138,239.0,22.2,0.0000,,
0.8955,139,238.9,22.2,0.0020,,
0.8965,140,239.2,22.2,0.0010,,
0.8970,141,239.2,22.2,0.0005,,
0.8985,142,239.3,22.2,0.0010,,
0.8990,143,239.5,22.2,0.0005,,
0.9000,144,239.2,22.2,0.0010,,
0.9015,145,239.0,22.2,0.0015,,
0.9025,146,238.8,22.2,0.0010,,
0.9035,147,238.9,22.2,0.0010,,
0.9040,148,239.6,22.2,0.0005,,
0.9050,149,239.8,22.2,0.0010,,
0.9060,150,239.8,22.2,0.0010,,
0.9065,151,239.6,22.2,0.0005,,
0.9075,152,239.4,22.2,0.0010,,
0.9085,153,239.1,22.2,0.0010,,
0.9090,154,238.9,22.2,0.0005,,
0.9100,155,239.0,22.2,0.0010,,
0.9110,156,239.7,22.2,0.0010,,
0.9120,157,240.0,22.2,0.0010,,
Scope 1/1, Sample 2/2 (Batch168_02)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-46.4,22.0,NaN,,
0.0005,1,-58.6,22.0,0.0005,,
0.0020,2,-59.4,21.9,0.0015,,
0.0050,3,-59.3,21.9,0.0025,,
0.0085,4,-59.5,21.9,0.0030,,
0.0150,5,-59.6,21.9,0.0055,,
0.0235,6,-59.1,21.9,0.0070,,
0.0315,7,-58.4,21.9,0.0065,,
0.0390,8,-58.3,21.9,0.0070,,
0.0475,9,-57.3,21.9,0.0075,,
0.0560,10,-56.0,21.9,0.0075,,
0.0645,11,-54.5,21.9,0.0070,,
0.0730,12,-52.4,21.9,0.0070,,
0.0815,13,-50.5,21.9,0.0070,,
0.0890,14,-49.3,21.9,0.0070,,
0.0975,15,-46.9,21.9,0.0075,,
0.1060,16,-44.7,21.9,0.0075,,
0.1140,17,-42.5,21.9,0.0065,,
0.1225,18,-40.4,21.9,0.0070,,
0.1310,19,-38.3,21.9,0.0070,,
0.1385,20,-35.6,21.9,0.0070,,
0.1470,21,-32.7,21.9,0.0075,,
0.1555,22,-29.6,21.9,0.0070,,
0.1640,23,-26.2,21.9,0.0070,,
0.1725,24,-22.6,21.9,0.0070,,
0.1805,25,-18.9,21.9,0.0065,,
0.1885,26,-15.4,21.9,0.0075,,
0.1965,27,-11.9,21.9,0.0075,,
0.2050,28,-8.4,21.9,0.0070,,
0.2135,29,-5.4,21.9,0.0070,,
0.2220,30,-2.7,21.9,0.0070,,
0.2305,31,-0.7,21.9,0.0075,,
0.2380,32,1.6,21.9,0.0070,,
0.2465,33,3.4,21.9,0.0075,,
0.2550,34,4.7,21.9,0.0070,,
0.2635,35,5.7,21.9,0.0070,,
0.2720,36,6.8,21.9,0.0070,,
0.2795,37,8.4,21.9,0.0070,,
0.2880,38,10.1,21.9,0.0075,,
0.2960,39,11.5,21.9,0.0065,,
0.3045,40,12.6,21.9,0.0070,,
0.3130,41,14.2,21.9,0.0070,,
0.3215,42,15.5,21.9,0.0070,,
0.3290,43,16.7,21.9,0.0070,,
0.3375,44,17.4,21.9,0.0075,,
0.3460,45,18.2,21.9,0.0070,,
0.3545,46,19.3,21.9,0.0070,,
0.3625,47,20.5,21.9,0.0065,,
0.3710,48,21.5,21.9,0.0070,,
0.3785,49,22.9,21.9,0.0070,,
0.3870,50,23.6,21.9,0.0075,,
0.3955,51,24.5,21.9,0.0075,,
0.4040,52,25.0,21.9,0.0070,,
0.4125,53,26.1,21.9,0.0070,,
0.4210,54,27.1,21.9,0.0070,,
0.4285,55,27.9,21.9,0.0070,,
0.4370,56,28.9,21.9,0.0075,,
0.4450,57,29.8,21.9,0.0075,,
0.4535,58,30.9,21.9,0.0070,,
0.4620,59,31.9,21.9,0.0070,,
0.4705,60,32.8,21.9,0.0070,,
0.4780,61,33.3,21.9,0.0070,,
0.4865,62,34.1,21.9,0.0075,,
0.4950,63,34.9,21.9,0.0075,,
0.5035,64,35.8,21.9,0.0070,,
0.5120,65,36.5,21.9,0.0070,,
0.5200,66,37.3,21.9,0.0065,,
0.5280,67,38.2,21.9,0.0075,,
0.5360,68,39.1,21.9,0.0075,,
0.5445,69,39.8,21.9,0.0075,,
0.5530,70,40.6,21.9,0.0070,,
0.5615,71,41.6,21.9,0.0070,,
0.5700,72,42.6,21.9,0.0070,,
0.5775,73,43.9,21.9,0.0070,,
0.5860,74,44.7,21.9,0.0075,,
0.5945,75,45.7,21.9,0.0075,,
0.6025,76,46.5,21.9,0.0065,,
0.6110,77,46.9,21.9,0.0070,,
0.6195,78,47.2,21.9,0.0070,,
0.6270,79,47.9,21.9,0.0070,,
0.6355,80,48.9,21.9,0.0075,,
0.6440,81,49.7,21.9,0.0070,,
0.6525,82,50.4,21.9,0.0070,,
0.6610,83,51.3,21.9,0.0070,,
0.6695,84,52.2,21.9,0.0075,,
0.6770,85,53.3,21.9,0.0070,,
0.6855,86,54.5,21.9,0.0075,,
0.6935,87,55.3,21.9,0.0065,,
0.7020,88,56.3,21.9,0.0070,,
0.7105,89,57.2,21.9,0.0070,,
0.7190,90,57.9,21.9,0.0075,,
0.7265,91,58.7,21.9,0.0070,,
0.7350,92,59.6,21.9,0.0075,,
0.7435,93,60.5,21.9,0.0070,,
0.7520,94,61.5,21.9,0.0070,,
0.7600,95,62.4,21.9,0.0065,,
0.7685,96,63.1,21.9,0.0075,,
0.7760,97,64.3,21.9,0.0070,,
0.7845,98,65.4,21.9,0.0075,,
0.7930,99,66.2,21.9,0.0070,,
0.8015,100,67.3,21.9,0.0070,,
0.8100,101,68.3,21.9,0.0070,,
0.8185,102,69.2,21.9,0.0075,,
0.8260,103,70.2,21.9,0.0070,,
0.8345,104,71.0,21.9,0.0075,,
0.8425,105,72.5,21.9,0.0065,,
0.8510,106,73.4,21.9,0.0070,,
0.8595,107,74.6,21.9,0.0070,,
0.8680,108,75.8,21.9,0.0070,,
0.8755,109,76.2,21.9,0.0070,,
0.8840,110,77.8,21.9,0.0075,,
0.8925,111,79.1,21.9,0.0075,,
0.9010,112,80.5,21.9,0.0070,,
0.9090,113,82.1,21.9,0.0065,,
0.9175,114,83.6,21.9,0.0070,,
0.9250,115,84.5,21.9,0.0070,,
0.9335,116,86.2,21.9,0.0075,,
0.9420,117,87.7,21.9,0.0075,,
0.9505,118,89.6,21.9,0.0070,,
0.9590,119,91.8,21.9,0.0070,,
0.9675,120,93.9,21.9,0.0070,,
0.9750,121,95.4,21.9,0.0070,,
0.9835,122,97.4,22.0,0.0075,,
0.9915,123,99.3,21.9,0.0075,,
1.0000,124,101.7,21.9,0.0070,,
1.0085,125,104.9,21.9,0.0070,,
1.0170,126,106.9,21.9,0.0070,,
1.0245,127,110.0,21.9,0.0070,,
1.0330,128,113.3,21.9,0.0075,,
1.0415,129,116.8,21.9,0.0075,,
1.0500,130,120.2,21.9,0.0070,,
1.0580,131,123.9,21.9,0.0065,,
1.0665,132,128.1,21.9,0.0070,,
1.0740,133,132.5,21.9,0.0070,,
1.0825,134,137.4,21.9,0.0075,,
1.0910,135,141.9,21.9,0.0075,,
1.0995,136,147.4,22.0,0.0070,,
1.1080,137,151.3,22.0,0.0070,,
1.1165,138,154.9,21.9,0.0070,,
1.1240,139,158.6,21.9,0.0070,,
1.1325,140,162.1,21.9,0.0075,,
1.1405,141,165.7,21.9,0.0075,,
1.1490,142,168.9,22.0,0.0070,,
1.1575,143,171.3,21.9,0.0070,,
1.1660,144,174.5,22.0,0.0070,,
1.1735,145,176.3,22.0,0.0070,,
1.1820,146,178.6,21.9,0.0075,,
1.1905,147,180.8,22.0,0.0070,,
1.1990,148,182.8,22.0,0.0070,,
1.2065,149,184.6,21.9,0.0065,,
1.2115,150,185.8,22.0,0.0045,,
1.2140,151,186.8,21.9,0.0025,,
1.2150,152,187.5,22.0,0.0010,,
1.2160,153,187.3,22.0,0.0010,,
1.2165,154,187.6,21.9,0.0005,,
1.2180,155,188.0,22.0,0.0010,,
1.2200,156,188.1,22.0,0.0020,,
1.2225,157,188.1,21.9,0.0025,,
1.2245,158,188.5,21.9,0.0020,,
1.2255,159,189.2,21.9,0.0010,,
1.2260,160,189.2,21.9,0.0005,,
1.2260,161,189.6,21.9,0.0000,,
1.2265,161,190.0,21.9,0.0015,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.7,22.2,NaN,,
0.0005,1,189.0,22.2,0.0005,,
0.0020,2,189.2,22.2,0.0015,,
0.0050,3,189.4,22.2,0.0025,,
0.0085,4,189.9,22.2,0.0030,,
0.0150,5,190.1,22.2,0.0055,,
0.0235,6,191.4,22.2,0.0070,,
0.0310,7,192.4,22.2,0.0070,,
0.0395,8,193.8,22.2,0.0075,,
0.0475,9,194.9,22.2,0.0075,,
0.0560,10,196.0,22.2,0.0070,,
0.0645,11,197.1,22.2,0.0070,,
0.0730,12,198.0,22.2,0.0070,,
0.0805,13,199.5,22.2,0.0070,,
0.0890,14,200.5,22.2,0.0075,,
0.0975,15,201.4,22.2,0.0075,,
0.1060,16,201.9,22.2,0.0070,,
0.1140,17,203.2,22.2,0.0065,,
0.1225,18,203.5,22.2,0.0070,,
0.1305,19,204.0,22.2,0.0075,,
0.1385,20,205.0,22.2,0.0075,,
0.1470,21,205.4,22.2,0.0070,,
0.1555,22,206.2,22.2,0.0070,,
0.1640,23,207.0,22.2,0.0070,,
0.1725,24,207.7,22.2,0.0070,,
0.1800,25,208.7,22.2,0.0070,,
0.1885,26,209.7,22.2,0.0075,,
0.1965,27,210.5,22.2,0.0075,,
0.2050,28,210.9,22.2,0.0070,,
0.2135,29,211.1,22.2,0.0070,,
0.2220,30,211.4,22.2,0.0070,,
0.2295,31,212.3,22.2,0.0070,,
0.2380,32,213.4,22.2,0.0075,,
