Raw Data
Scope 1/1, Sample 1/9 (H1 A 2/20/17)
Method Function,Sample (S1)
QEND,0.093750 mmol,
QEX,0.0000 mmol,
Scope 1/1, Sample 4/9 (T2 A 2/20/17)
Method Function,Sample (S1)
Creation time,4/2/2018 11:15:38 AM,
Sample start time,4/2/2018 11:15:38 AM,
Sample size,50.0033 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,4/2/2018 11:15:38 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,4/2/2018 11:15:38 AM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.127300 mmol,
VEQ1,1.2730 mL,
EST,-58.7 mV,
VEX,0 mL,
VEND,1.2730 mL,
t,02:55 min,
QEND,0.127300 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,4/2/2018 11:18:42 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,4/2/2018 11:25:42 AM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.093950 mmol,
VEQ1,0.9395 mL,
EST,189.9 mV,
VEX,0 mL,
VEND,0.9395 mL,
t,02:48 min,
QEND,0.093950 mmol,
QEX,0.0000 mmol,
Scope 1/1, Sample 5/9 (T3 A 2/20/17)
Method Function,Sample (S1)
Creation time,4/2/2018 11:28:51 AM,
Sample start time,4/2/2018 11:28:51 AM,
Sample size,50.0061 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,4/2/2018 11:28:51 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,4/2/2018 11:28:52 AM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.127100 mmol,
VEQ1,1.2710 mL,
EST,-53.8 mV,
VEX,0 mL,
VEND,1.2710 mL,
t,02:53 min,
QEND,0.127100 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,4/2/2018 11:31:53 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,4/2/2018 11:38:54 AM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.093550 mmol,
VEQ1,0.9355 mL,
EST,189.7 mV,
VEX,0 mL,
VEND,0.9355 mL,
t,02:26 min,
QEND,0.093550 mmol,
QEX,0.0000 mmol,
Scope 1/1, Sample 6/9 (T4 A 2/20/17)
Method Function,Sample (S1)
Creation time,4/2/2018 11:41:42 AM,
Sample start time,4/2/2018 11:41:42 AM,
Sample size,50.0107 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,4/2/2018 11:41:42 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,4/2/2018 11:41:42 AM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.124840 mmol,
VEQ1,1.2484 mL,
EST,-70.3 mV,
VEX,0.000100 mL,
VEND,1.248500 mL,
t,02:53 min,
QEND,0.124850 mmol,
QEX,0.000010 mmol,
Method Function,Stir (Stir1)
Creation time,4/2/2018 11:44:43 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,4/2/2018 11:51:44 AM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.093300 mmol,
VEQ1,0.9330 mL,
EST,189.8 mV,
VEX,0 mL,
VEND,0.9330 mL,
t,02:49 min,
QEND,0.093300 mmol,
QEX,0.0000 mmol,
Scope 1/1, Sample 7/9 (T5 A 2/20/17)
Method Function,Sample (S1)
Creation time,4/2/2018 11:54:54 AM,
Sample start time,4/2/2018 11:54:54 AM,
Sample size,50.0249 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,4/2/2018 11:54:55 AM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,4/2/2018 11:54:55 AM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.127150 mmol,
VEQ1,1.2715 mL,
EST,-75.5 mV,
VEX,0 mL,
VEND,1.2715 mL,
t,02:57 min,
QEND,0.127150 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,4/2/2018 11:58:01 AM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,4/2/2018 12:05:01 PM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.093550 mmol,
VEQ1,0.9355 mL,
EST,189.5 mV,
VEX,0.000000 mL,
VEND,0.935500 mL,
t,02:45 min,
QEND,0.093550 mmol,
QEX,0.000000 mmol,
Scope 1/1, Sample 8/9 (T6 A 2/20/17)
Method Function,Sample (S1)
Creation time,4/2/2018 12:08:07 PM,
Sample start time,4/2/2018 12:08:07 PM,
Sample size,50.0293 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,4/2/2018 12:08:07 PM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,4/2/2018 12:08:07 PM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.126000 mmol,
VEQ1,1.2600 mL,
EST,-68.3 mV,
VEX,0 mL,
VEND,1.2600 mL,
t,02:52 min,
QEND,0.126000 mmol,
QEX,0.0000 mmol,
Method Function,Stir (Stir1)
Creation time,4/2/2018 12:11:08 PM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,4/2/2018 12:18:08 PM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.093250 mmol,
VEQ1,0.9325 mL,
EST,190.0 mV,
VEX,0 mL,
VEND,0.9325 mL,
t,02:44 min,
QEND,0.093250 mmol,
QEX,0.0000 mmol,
Scope 1/1, Sample 9/9 (H1 A 3/20/17)
Method Function,Sample (S1)
Creation time,4/2/2018 12:21:13 PM,
Sample start time,4/2/2018 12:21:13 PM,
Sample size,50.0425 g,
Correction factor,1.0,
Temperature,25.0 °C,
Density,1.0 g/mL,
Method Function,Titration stand (Titrationstand1)
Creation time,4/2/2018 12:21:13 PM,
Method Function,Titration (EP) [1] (TitrationEP1)
Creation time,4/2/2018 12:21:13 PM,
Terminated at,Stop at endpoint,
EEQ1,190.0 mV,
Q1,0.154392 mmol,
VEQ1,1.543917 mL,
EST,-99.5 mV,
VEX,0.000083 mL,
VEND,1.544000 mL,
t,03:24 min,
QEND,0.154400 mmol,
QEX,0.000008 mmol,
Method Function,Stir (Stir1)
Creation time,4/2/2018 12:24:47 PM,
Method Function,Titration (EP) [2] (TitrationEP2)
Creation time,4/2/2018 12:31:47 PM,
Terminated at,Stop at endpoint,
EEQ1,240.0 mV,
Q1,0.094200 mmol,
VEQ1,0.9420 mL,
EST,189.6 mV,
VEX,0 mL,
VEND,0.9420 mL,
t,02:30 min,
QEND,0.094200 mmol,
QEX,0.0000 mmol,

Table of Measured Values
Task,T347
Scope 1/1, Sample 1/9 (H1 A 2/20/17)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-58.4,21.1,NaN,,
0.0005,1,-71.2,21.2,0.0005,,
0.0020,2,-71.5,21.2,0.0015,,
0.0050,3,-71.8,21.2,0.0025,,
0.0085,4,-71.7,21.2,0.0030,,
0.0150,5,-71.5,21.2,0.0055,,
0.0235,6,-70.9,21.2,0.0070,,
0.0310,7,-70.7,21.2,0.0070,,
0.0395,8,-69.8,21.2,0.0075,,
0.0480,9,-69.0,21.2,0.0075,,
0.0565,10,-68.2,21.2,0.0070,,
0.0645,11,-67.2,21.2,0.0065,,
0.0730,12,-66.1,21.2,0.0070,,
0.0805,13,-64.4,21.2,0.0070,,
0.0890,14,-63.3,21.2,0.0075,,
0.0975,15,-61.9,21.2,0.0075,,
0.1060,16,-60.5,21.2,0.0070,,
0.1145,17,-58.6,21.2,0.0070,,
0.1230,18,-56.0,21.2,0.0070,,
0.1310,19,-54.2,21.2,0.0075,,
0.1385,20,-52.2,21.2,0.0070,,
0.1470,21,-50.0,21.2,0.0075,,
0.1555,22,-47.8,21.2,0.0070,,
0.1640,23,-45.3,21.2,0.0070,,
0.1725,24,-42.5,21.2,0.0070,,
0.1800,25,-39.8,21.2,0.0070,,
0.1885,26,-36.6,21.2,0.0075,,
0.1970,27,-33.5,21.2,0.0075,,
0.2055,28,-30.0,21.2,0.0070,,
0.2135,29,-26.4,21.2,0.0065,,
0.2220,30,-22.5,21.2,0.0070,,
0.2295,31,-18.9,21.2,0.0070,,
0.2380,32,-14.9,21.2,0.0075,,
0.2465,33,-11.4,21.2,0.0075,,
0.2550,34,-8.3,21.2,0.0070,,
0.2635,35,-4.8,21.2,0.0070,,
0.2720,36,-1.5,21.2,0.0070,,
0.2795,37,0.0,21.2,0.0070,,
0.2880,38,1.9,21.2,0.0075,,
0.2960,39,3.9,21.2,0.0075,,
0.3045,40,5.4,21.2,0.0070,,
0.3130,41,6.8,21.2,0.0070,,
0.3215,42,7.5,21.2,0.0070,,
0.3290,43,9.1,21.2,0.0070,,
0.3375,44,10.9,21.2,0.0075,,
0.3460,45,12.5,21.2,0.0075,,
0.3545,46,13.7,21.2,0.0070,,
0.3625,47,14.8,21.2,0.0065,,
0.3710,48,15.4,21.2,0.0070,,
0.3785,49,16.1,21.2,0.0070,,
0.3870,50,17.5,21.2,0.0075,,
0.3955,51,18.7,21.2,0.0075,,
0.4040,52,19.8,21.2,0.0070,,
0.4125,53,21.1,21.2,0.0070,,
0.4210,54,21.9,21.2,0.0070,,
0.4285,55,22.9,21.2,0.0070,,
0.4370,56,23.8,21.2,0.0075,,
0.4450,57,24.5,21.2,0.0075,,
0.4535,58,25.2,21.2,0.0070,,
0.4620,59,26.4,21.2,0.0070,,
0.4705,60,27.3,21.2,0.0070,,
0.4780,61,27.5,21.2,0.0070,,
0.4865,62,28.6,21.2,0.0075,,
0.4950,63,29.3,21.2,0.0075,,
0.5035,64,30.4,21.2,0.0070,,
0.5120,65,31.4,21.2,0.0070,,
0.5200,66,32.2,21.2,0.0065,,
0.5275,67,32.4,21.2,0.0070,,
0.5360,68,33.4,21.2,0.0075,,
0.5445,69,34.2,21.2,0.0075,,
0.5530,70,34.9,21.2,0.0070,,
0.5615,71,35.9,21.2,0.0070,,
0.5700,72,36.5,21.2,0.0070,,
0.5780,73,37.6,21.2,0.0075,,
0.5860,74,38.6,21.2,0.0075,,
0.5940,75,39.2,21.2,0.0075,,
0.6025,76,39.8,21.2,0.0070,,
0.6110,77,40.5,21.2,0.0070,,
0.6195,78,41.5,21.2,0.0070,,
0.6280,79,42.9,21.2,0.0075,,
0.6355,80,44.1,21.2,0.0070,,
0.6440,81,45.1,21.2,0.0075,,
0.6525,82,45.8,21.2,0.0070,,
0.6605,83,46.4,21.2,0.0065,,
0.6690,84,47.0,21.2,0.0070,,
0.6775,85,47.8,21.2,0.0075,,
0.6850,86,48.4,21.2,0.0070,,
0.6935,87,49.4,21.2,0.0075,,
0.7020,88,50.4,21.2,0.0075,,
0.7105,89,51.2,21.2,0.0070,,
0.7190,90,51.9,21.2,0.0070,,
0.7270,91,52.7,21.2,0.0065,,
0.7350,92,53.5,21.2,0.0075,,
0.7430,93,54.3,21.2,0.0075,,
0.7515,94,55.1,21.2,0.0070,,
0.7600,95,55.6,21.2,0.0070,,
0.7685,96,56.7,21.2,0.0070,,
0.7770,97,57.7,21.2,0.0070,,
0.7845,98,58.6,21.2,0.0070,,
0.7930,99,59.3,21.2,0.0075,,
0.8015,100,60.3,21.2,0.0075,,
0.8095,101,61.3,21.2,0.0065,,
0.8180,102,62.1,21.2,0.0070,,
0.8265,103,63.1,21.2,0.0070,,
0.8340,104,63.7,21.2,0.0070,,
0.8425,105,64.2,21.2,0.0075,,
0.8510,106,65.2,21.2,0.0075,,
0.8595,107,65.9,21.2,0.0070,,
0.8675,108,66.8,21.2,0.0065,,
0.8760,109,68.4,21.2,0.0070,,
0.8840,110,69.6,21.2,0.0075,,
0.8920,111,71.3,21.2,0.0075,,
0.9005,112,72.6,21.2,0.0075,,
0.9090,113,73.5,21.2,0.0070,,
0.9175,114,74.8,21.2,0.0070,,
0.9260,115,76.0,21.2,0.0070,,
0.9335,116,77.4,21.2,0.0070,,
0.9420,117,79.0,21.2,0.0075,,
0.9505,118,80.1,21.2,0.0075,,
0.9590,119,80.6,21.2,0.0070,,
0.9670,120,82.2,21.2,0.0065,,
0.9755,121,83.5,21.2,0.0070,,
0.9830,122,85.3,21.2,0.0070,,
0.9915,123,86.6,21.2,0.0075,,
1.0000,124,87.9,21.2,0.0070,,
1.0085,125,89.8,21.2,0.0070,,
1.0170,126,91.1,21.2,0.0070,,
1.0255,127,92.7,21.2,0.0075,,
1.0330,128,94.6,21.2,0.0070,,
1.0415,129,96.7,21.2,0.0075,,
1.0495,130,100.3,21.2,0.0065,,
1.0580,131,103.0,21.2,0.0070,,
1.0665,132,104.6,21.2,0.0070,,
1.0750,133,107.2,21.2,0.0070,,
1.0825,134,110.0,21.2,0.0070,,
1.0910,135,112.9,21.2,0.0075,,
1.0995,136,116.3,21.2,0.0070,,
1.1080,137,119.6,21.2,0.0070,,
1.1160,138,123.0,21.2,0.0065,,
1.1245,139,127.5,21.2,0.0070,,
1.1320,140,131.6,21.2,0.0070,,
1.1405,141,136.1,21.2,0.0075,,
1.1490,142,140.8,21.2,0.0075,,
1.1575,143,145.3,21.2,0.0070,,
1.1660,144,149.8,21.2,0.0070,,
1.1745,145,153.8,21.2,0.0070,,
1.1820,146,157.5,21.2,0.0070,,
1.1905,147,161.1,21.2,0.0075,,
1.1985,148,164.5,21.2,0.0075,,
1.2070,149,167.2,21.2,0.0070,,
1.2155,150,170.0,21.2,0.0070,,
1.2240,151,172.4,21.2,0.0070,,
1.2315,152,175.1,21.2,0.0060,,
1.2400,153,177.5,21.2,0.0075,,
1.2485,154,179.5,21.2,0.0075,,
1.2570,155,181.3,21.2,0.0070,,
1.2650,156,183.1,21.2,0.0065,,
1.2725,157,184.9,21.2,0.0065,,
1.2750,158,186.2,21.2,0.0025,,
1.2750,159,186.7,21.2,0.0000,,
1.2755,160,187.0,21.2,0.0005,,
1.2770,161,187.2,21.2,0.0010,,
1.2795,162,187.0,21.2,0.0020,,
1.2825,163,186.8,21.2,0.0025,,
1.2870,164,187.4,21.2,0.0040,,
1.2920,165,188.8,21.2,0.0045,,
1.2925,166,189.8,21.2,0.0005,,
1.2930,167,190.0,21.2,0.0005,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,189.8,21.6,NaN,,
0.0005,1,189.3,21.6,0.0005,,
0.0025,2,189.3,21.6,0.0015,,
0.0050,3,189.5,21.6,0.0025,,
0.0085,4,190.2,21.6,0.0030,,
0.0145,5,190.2,21.6,0.0050,,
0.0230,6,191.2,21.6,0.0070,,
0.0315,7,192.5,21.6,0.0070,,
0.0400,8,193.6,21.6,0.0070,,
0.0475,9,194.6,21.6,0.0070,,
0.0560,10,195.5,21.6,0.0075,,
0.0640,11,196.7,21.6,0.0065,,
0.0725,12,198.3,21.6,0.0070,,
0.0810,13,199.2,21.6,0.0070,,
0.0895,14,199.8,21.6,0.0075,,
0.0970,15,201.0,21.6,0.0070,,
0.1055,16,202.0,21.6,0.0075,,
0.1140,17,202.8,21.6,0.0070,,
0.1225,18,203.8,21.6,0.0070,,
0.1310,19,204.6,21.6,0.0070,,
0.1390,20,205.1,21.6,0.0075,,
0.1465,21,205.5,21.6,0.0070,,
0.1550,22,206.0,21.6,0.0075,,
0.1635,23,206.7,21.6,0.0075,,
0.1720,24,207.5,21.6,0.0070,,
0.1805,25,208.4,21.6,0.0070,,
0.1890,26,208.5,21.6,0.0070,,
0.1965,27,209.2,21.6,0.0070,,
0.2050,28,209.8,21.6,0.0075,,
0.2130,29,210.5,21.6,0.0075,,
0.2215,30,211.2,21.6,0.0070,,
0.2300,31,212.4,21.6,0.0070,,
0.2385,32,212.9,21.6,0.0070,,
0.2460,33,213.6,21.6,0.0070,,
0.2545,34,214.3,21.6,0.0075,,
0.2630,35,214.5,21.6,0.0075,,
0.2715,36,214.4,21.6,0.0070,,
0.2795,37,214.8,21.6,0.0065,,
0.2880,38,215.3,21.6,0.0070,,
0.2960,39,216.3,21.6,0.0075,,
0.3040,40,216.5,21.6,0.0075,,
0.3125,41,216.7,21.6,0.0075,,
0.3210,42,217.7,21.6,0.0070,,
0.3295,43,218.4,21.6,0.0070,,
0.3380,44,218.8,21.6,0.0070,,
0.3455,45,219.3,21.6,0.0070,,
0.3540,46,219.6,21.6,0.0075,,
0.3625,47,220.0,21.6,0.0075,,
0.3705,48,220.9,21.6,0.0065,,
0.3790,49,221.4,21.6,0.0070,,
0.3875,50,221.7,21.6,0.0070,,
0.3950,51,221.7,21.6,0.0070,,
0.4035,52,222.2,21.6,0.0070,,
0.4120,53,222.5,21.6,0.0075,,
0.4205,54,222.5,21.6,0.0070,,
0.4285,55,223.1,21.6,0.0065,,
0.4370,56,223.5,21.6,0.0070,,
0.4445,57,223.7,21.6,0.0070,,
0.4530,58,224.0,21.6,0.0075,,
0.4615,59,224.3,21.6,0.0075,,
0.4700,60,224.7,21.6,0.0070,,
0.4785,61,224.8,21.6,0.0070,,
0.4870,62,225.5,21.6,0.0070,,
0.4945,63,225.7,21.6,0.0070,,
0.5030,64,225.9,21.6,0.0075,,
0.5110,65,225.9,21.6,0.0075,,
0.5195,66,226.4,21.6,0.0070,,
0.5280,67,227.0,21.6,0.0070,,
0.5365,68,227.4,21.6,0.0070,,
0.5450,69,228.1,21.6,0.0070,,
0.5525,70,228.6,21.6,0.0070,,
0.5610,71,228.9,21.6,0.0075,,
0.5690,72,229.0,21.6,0.0075,,
0.5775,73,229.2,21.6,0.0070,,
0.5860,74,229.3,21.6,0.0070,,
0.5945,75,229.8,21.6,0.0070,,
0.6020,76,230.2,21.6,0.0070,,
0.6105,77,230.2,21.6,0.0075,,
0.6190,78,229.9,21.6,0.0075,,
0.6275,79,230.0,21.6,0.0070,,
0.6360,80,230.3,21.6,0.0070,,
0.6440,81,230.7,21.6,0.0065,,
0.6520,82,230.8,21.6,0.0075,,
0.6600,83,231.1,21.6,0.0075,,
0.6685,84,231.3,21.6,0.0070,,
0.6770,85,231.8,21.6,0.0070,,
0.6855,86,232.1,21.6,0.0070,,
0.6940,87,232.4,21.6,0.0075,,
0.7015,88,232.5,21.6,0.0070,,
0.7100,89,232.7,21.6,0.0075,,
0.7185,90,233.2,21.6,0.0070,,
0.7265,91,233.3,21.6,0.0065,,
0.7350,92,233.3,21.6,0.0070,,
0.7435,93,233.6,21.6,0.0070,,
0.7510,94,233.9,21.6,0.0070,,
0.7595,95,234.1,21.6,0.0075,,
0.7680,96,234.4,21.6,0.0070,,
0.7765,97,234.9,21.6,0.0070,,
0.7850,98,235.0,21.6,0.0070,,
0.7935,99,235.6,21.6,0.0075,,
0.8010,100,235.5,21.6,0.0070,,
0.8090,101,235.4,21.6,0.0075,,
0.8170,102,235.7,21.6,0.0075,,
0.8250,103,235.9,21.6,0.0065,,
0.8335,104,236.1,21.6,0.0070,,
0.8420,105,236.3,21.6,0.0070,,
0.8495,106,236.6,21.6,0.0070,,
0.8580,107,236.9,21.6,0.0075,,
0.8665,108,237.3,21.6,0.0070,,
0.8745,109,237.1,21.6,0.0065,,
0.8815,110,237.7,21.6,0.0060,,
0.8895,111,238.2,21.6,0.0065,,
0.8970,112,238.3,21.6,0.0070,,
0.9055,113,238.4,21.6,0.0075,,
0.9125,114,239.0,21.6,0.0060,,
0.9205,115,239.3,21.6,0.0065,,
0.9245,116,239.5,21.6,0.0035,,
0.9250,117,239.3,21.6,0.0005,,
0.9260,118,238.9,21.6,0.0010,,
0.9265,119,239.2,21.6,0.0005,,
0.9275,120,239.2,21.6,0.0010,,
0.9280,121,239.3,21.6,0.0005,,
0.9280,122,239.6,21.6,0.0000,,
0.9295,123,239.2,21.6,0.0015,,
0.9300,124,239.5,21.6,0.0005,,
0.9305,125,239.5,21.6,0.0005,,
0.9315,126,239.2,21.6,0.0010,,
0.9325,127,239.1,21.6,0.0010,,
0.9335,128,239.0,21.6,0.0010,,
0.9340,129,238.8,21.6,0.0005,,
0.9350,130,238.7,21.6,0.0010,,
0.9355,131,239.1,21.6,0.0005,,
0.9365,132,239.2,21.6,0.0010,,
0.9375,133,239.4,21.6,0.0010,,
0.9385,134,239.5,21.6,0.0010,,
0.9400,135,239.3,21.6,0.0010,,
0.9405,136,240.0,21.6,0.0005,,
Scope 1/1, Sample 2/9 (H2 A 2/20/17)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-81.4,21.4,NaN,,
0.0005,1,-85.8,21.3,0.0005,,
0.0020,2,-85.6,21.3,0.0015,,
0.0050,3,-85.4,21.2,0.0025,,
0.0085,4,-85.3,21.2,0.0030,,
0.0145,5,-85.4,21.2,0.0050,,
0.0230,6,-85.2,21.2,0.0070,,
0.0305,7,-84.8,21.2,0.0070,,
0.0390,8,-84.2,21.2,0.0075,,
0.0475,9,-83.1,21.2,0.0075,,
0.0560,10,-82.3,21.2,0.0070,,
0.0640,11,-81.2,21.2,0.0065,,
0.0725,12,-80.4,21.2,0.0070,,
0.0805,13,-79.4,21.2,0.0075,,
0.0885,14,-78.5,21.2,0.0075,,
0.0970,15,-77.5,21.2,0.0075,,
0.1055,16,-76.6,21.2,0.0070,,
0.1140,17,-75.3,21.2,0.0070,,
0.1225,18,-74.2,21.2,0.0070,,
0.1300,19,-73.1,21.2,0.0070,,
0.1385,20,-71.5,21.2,0.0075,,
0.1465,21,-69.8,21.2,0.0075,,
0.1550,22,-68.4,21.2,0.0070,,
0.1635,23,-67.3,21.2,0.0070,,
0.1720,24,-65.5,21.2,0.0070,,
0.1795,25,-63.9,21.2,0.0070,,
0.1880,26,-61.9,21.2,0.0075,,
0.1965,27,-60.0,21.2,0.0075,,
0.2050,28,-57.5,21.2,0.0070,,
0.2135,29,-54.6,21.2,0.0070,,
0.2215,30,-52.0,21.2,0.0065,,
0.2295,31,-49.9,21.2,0.0075,,
0.2375,32,-46.8,21.2,0.0075,,
0.2460,33,-44.0,21.2,0.0075,,
0.2545,34,-40.3,21.2,0.0070,,
0.2630,35,-36.8,21.2,0.0070,,
0.2715,36,-33.4,21.2,0.0075,,
0.2790,37,-29.3,21.2,0.0070,,
0.2875,38,-25.1,21.2,0.0075,,
0.2960,39,-20.9,21.2,0.0070,,
0.3040,40,-16.7,21.2,0.0065,,
0.3125,41,-12.4,21.2,0.0070,,
0.3210,42,-9.4,21.2,0.0075,,
0.3285,43,-6.1,21.2,0.0070,,
0.3370,44,-3.1,21.2,0.0075,,
0.3455,45,0.1,21.2,0.0070,,
0.3540,46,1.5,21.2,0.0070,,
0.3625,47,3.1,21.2,0.0070,,
0.3710,48,5.1,21.2,0.0075,,
0.3785,49,6.7,21.2,0.0070,,
0.3870,50,8.5,21.2,0.0075,,
0.3950,51,9.9,21.2,0.0065,,
0.4035,52,11.5,21.2,0.0070,,
0.4120,53,13.2,21.2,0.0070,,
0.4205,54,14.3,21.2,0.0075,,
0.4280,55,15.5,21.2,0.0070,,
0.4365,56,16.6,21.2,0.0075,,
0.4450,57,17.7,21.2,0.0070,,
0.4535,58,18.8,21.2,0.0070,,
0.4615,59,20.1,21.2,0.0065,,
0.4700,60,21.1,21.2,0.0070,,
0.4775,61,21.9,21.2,0.0070,,
0.4860,62,23.3,21.2,0.0075,,
0.4945,63,24.5,21.2,0.0070,,
0.5030,64,25.6,21.2,0.0070,,
0.5115,65,26.4,21.2,0.0070,,
0.5200,66,27.1,21.2,0.0070,,
0.5275,67,27.8,21.3,0.0070,,
0.5360,68,28.7,21.3,0.0075,,
0.5440,69,30.2,21.3,0.0075,,
0.5525,70,31.2,21.3,0.0070,,
0.5610,71,32.3,21.3,0.0070,,
0.5695,72,33.2,21.3,0.0070,,
0.5770,73,33.8,21.3,0.0070,,
0.5855,74,34.3,21.3,0.0075,,
0.5940,75,35.0,21.3,0.0075,,
0.6025,76,35.9,21.3,0.0070,,
0.6105,77,36.8,21.3,0.0065,,
0.6190,78,38.0,21.3,0.0070,,
0.6265,79,38.9,21.3,0.0070,,
0.6350,80,40.0,21.3,0.0075,,
