Raw Data
0.7020,88,23.8,21.3,0.0065,,
0.7105,89,24.9,21.3,0.0065,,
0.7190,90,26.1,21.3,0.0065,,
0.7265,91,26.7,21.3,0.0060,,
0.7350,92,27.6,21.3,0.0070,,
0.7435,93,29.0,21.3,0.0070,,
0.7515,94,30.0,21.3,0.0060,,
0.7600,95,30.7,21.3,0.0065,,
0.7685,96,31.3,21.3,0.0065,,
0.7770,97,32.1,21.3,0.0070,,
0.7845,98,33.2,21.3,0.0060,,
0.7930,99,34.0,21.3,0.0070,,
0.8015,100,34.9,21.3,0.0065,,
0.8100,101,36.1,21.3,0.0065,,
0.8180,102,37.0,21.3,0.0060,,
0.8260,103,37.7,21.3,0.0065,,
0.8340,104,38.5,21.3,0.0065,,
0.8425,105,39.4,21.3,0.0070,,
0.8510,106,40.2,21.3,0.0065,,
0.8595,107,40.9,21.3,0.0065,,
0.8680,108,41.6,21.3,0.0065,,
0.8765,109,42.2,21.3,0.0065,,
0.8840,110,42.6,21.3,0.0060,,
0.8925,111,43.7,21.3,0.0070,,
0.9005,112,44.7,21.3,0.0060,,
0.9090,113,45.4,21.3,0.0065,,
0.9175,114,46.4,21.3,0.0065,,
0.9260,115,46.9,21.3,0.0065,,
0.9335,116,47.5,21.3,0.0060,,
0.9420,117,48.2,21.3,0.0070,,
0.9505,118,49.5,21.3,0.0070,,
0.9585,119,50.3,21.3,0.0060,,
0.9670,120,51.8,21.3,0.0065,,
0.9755,121,52.6,21.3,0.0065,,
0.9830,122,52.7,21.3,0.0060,,
0.9915,123,54.4,21.3,0.0070,,
1.0000,124,55.8,21.3,0.0065,,
1.0085,125,56.8,21.3,0.0065,,
1.0170,126,57.7,21.3,0.0065,,
1.0255,127,58.2,21.3,0.0065,,
1.0330,128,59.1,21.3,0.0060,,
1.0415,129,60.0,21.3,0.0070,,
1.0495,130,61.2,21.3,0.0060,,
1.0580,131,62.1,21.3,0.0065,,
1.0665,132,62.9,21.3,0.0065,,
1.0750,133,64.0,21.3,0.0065,,
1.0825,134,64.8,21.3,0.0060,,
1.0910,135,65.7,21.3,0.0070,,
1.0995,136,66.7,21.3,0.0065,,
1.1080,137,67.7,21.3,0.0065,,
1.1165,138,68.6,21.3,0.0065,,
1.1245,139,69.6,21.3,0.0065,,
1.1325,140,70.9,21.3,0.0065,,
1.1405,141,72.0,21.3,0.0065,,
1.1490,142,73.6,21.3,0.0065,,
1.1575,143,75.4,21.3,0.0065,,
1.1660,144,77.2,21.3,0.0065,,
1.1745,145,78.4,21.3,0.0070,,
1.1820,146,80.3,21.3,0.0060,,
1.1905,147,80.9,21.3,0.0070,,
1.1990,148,82.6,21.3,0.0065,,
1.2070,149,83.9,21.3,0.0060,,
1.2155,150,86.3,21.3,0.0065,,
1.2240,151,87.6,21.3,0.0070,,
1.2315,152,89.6,21.3,0.0060,,
1.2400,153,91.9,21.3,0.0070,,
1.2485,154,94.3,21.3,0.0065,,
1.2570,155,96.1,21.3,0.0065,,
1.2655,156,98.2,21.3,0.0065,,
1.2735,157,100.5,21.3,0.0060,,
1.2810,158,103.7,21.3,0.0060,,
1.2895,159,106.8,21.3,0.0070,,
1.2980,160,110.0,21.3,0.0070,,
1.3065,161,114.4,21.3,0.0065,,
1.3150,162,117.7,21.3,0.0065,,
1.3235,163,121.8,21.3,0.0065,,
1.3310,164,126.0,21.3,0.0060,,
1.3395,165,129.6,21.3,0.0070,,
1.3480,166,134.4,21.3,0.0070,,
1.3560,167,139.1,21.3,0.0060,,
1.3645,168,144.1,21.3,0.0065,,
1.3730,169,148.4,21.3,0.0065,,
1.3815,170,152.1,21.3,0.0070,,
1.3890,171,156.3,21.3,0.0060,,
1.3975,172,160.3,21.3,0.0070,,
1.4060,173,163.7,21.3,0.0065,,
1.4140,174,166.5,21.3,0.0060,,
1.4225,175,170.3,21.3,0.0065,,
1.4305,176,172.4,21.3,0.0065,,
1.4385,177,174.7,21.3,0.0065,,
1.4470,178,176.6,21.3,0.0070,,
1.4555,179,178.6,21.3,0.0065,,
1.4640,180,181.0,21.3,0.0065,,
1.4720,181,182.7,21.3,0.0060,,
1.4800,182,183.8,21.3,0.0065,,
1.4855,183,185.6,21.3,0.0045,,
1.4875,184,186.8,21.3,0.0015,,
1.4890,185,187.6,21.3,0.0010,,
1.4905,186,188.0,21.3,0.0010,,
1.4925,187,188.1,21.3,0.0015,,
1.4950,188,188.5,21.3,0.0020,,
1.4980,189,188.9,21.3,0.0025,,
1.4995,190,189.4,21.3,0.0010,,
1.5000,191,189.7,21.3,0.0005,,
1.5005,192,189.9,21.3,0.0005,,
1.5010,193,190.0,21.3,0.0005,,
1.5020,194,190.0,21.3,0.0010,,
1.5025,194,190.1,21.3,0.0010,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,190.3,21.4,NaN,,
0.0005,1,190.1,21.4,0.0005,,
0.0025,2,190.0,21.4,0.0020,,
0.0050,3,190.0,21.4,0.0025,,
0.0085,4,190.2,21.4,0.0030,,
0.0145,5,191.1,21.4,0.0055,,
0.0230,6,192.1,21.4,0.0070,,
0.0315,7,193.1,21.4,0.0070,,
0.0400,8,194.3,21.4,0.0075,,
0.0475,9,195.1,21.4,0.0070,,
0.0560,10,195.9,21.4,0.0075,,
0.0645,11,196.7,21.4,0.0070,,
0.0725,12,197.6,21.4,0.0065,,
0.0810,13,198.6,21.4,0.0070,,
0.0895,14,199.5,21.4,0.0075,,
0.0970,15,200.4,21.4,0.0070,,
0.1055,16,201.9,21.4,0.0075,,
0.1140,17,202.7,21.4,0.0070,,
0.1225,18,203.3,21.4,0.0070,,
0.1305,19,204.0,21.4,0.0065,,
0.1390,20,204.4,21.4,0.0075,,
0.1470,21,205.0,21.4,0.0075,,
0.1550,22,205.9,21.4,0.0075,,
0.1635,23,206.6,21.4,0.0070,,
0.1720,24,207.4,21.4,0.0070,,
0.1805,25,208.1,21.4,0.0070,,
0.1890,26,208.9,21.4,0.0070,,
0.1965,27,209.4,21.4,0.0070,,
0.2050,28,209.9,21.4,0.0075,,
0.2135,29,210.6,21.4,0.0070,,
0.2215,30,211.5,21.4,0.0065,,
0.2300,31,212.5,21.4,0.0070,,
0.2385,32,213.0,21.4,0.0070,,
0.2460,33,213.5,21.4,0.0070,,
0.2545,34,214.1,21.4,0.0075,,
0.2630,35,214.4,21.4,0.0075,,
0.2715,36,214.7,21.4,0.0070,,
0.2795,37,214.9,21.4,0.0065,,
0.2880,38,215.8,21.4,0.0070,,
0.2955,39,216.6,21.4,0.0070,,
0.3040,40,217.0,21.4,0.0075,,
0.3125,41,217.1,21.4,0.0075,,
0.3210,42,217.6,21.4,0.0070,,
0.3295,43,217.8,21.4,0.0070,,
0.3375,44,218.3,21.4,0.0065,,
0.3460,45,218.8,21.4,0.0075,,
0.3540,46,219.7,21.4,0.0075,,
0.3620,47,220.2,21.4,0.0075,,
0.3705,48,220.4,21.4,0.0070,,
0.3790,49,220.8,21.4,0.0070,,
0.3875,50,221.4,21.4,0.0070,,
0.3960,51,221.2,21.4,0.0075,,
0.4035,52,221.7,21.4,0.0070,,
0.4120,53,222.1,21.4,0.0075,,
0.4205,54,222.3,21.4,0.0070,,
0.4285,55,222.8,21.4,0.0065,,
0.4370,56,223.6,21.4,0.0070,,
0.4455,57,223.7,21.4,0.0075,,
0.4530,58,224.1,21.4,0.0070,,
0.4615,59,224.3,21.4,0.0075,,
0.4700,60,224.8,21.4,0.0070,,
0.4785,61,225.0,21.4,0.0070,,
0.4870,62,225.5,21.4,0.0070,,
0.4950,63,225.7,21.4,0.0075,,
0.5030,64,226.2,21.4,0.0075,,
0.5110,65,226.5,21.4,0.0075,,
0.5195,66,226.5,21.4,0.0070,,
0.5280,67,226.9,21.4,0.0070,,
0.5365,68,227.4,21.4,0.0070,,
0.5450,69,227.7,21.4,0.0075,,
0.5525,70,228.2,21.4,0.0070,,
0.5610,71,228.5,21.4,0.0075,,
0.5695,72,228.8,21.4,0.0070,,
0.5780,73,229.1,21.4,0.0070,,
0.5860,74,229.3,21.4,0.0065,,
0.5945,75,229.1,21.4,0.0075,,
0.6020,76,229.8,21.4,0.0070,,
0.6105,77,229.9,21.4,0.0075,,
0.6190,78,230.4,21.4,0.0070,,
0.6275,79,230.6,21.4,0.0070,,
0.6360,80,231.0,21.4,0.0070,,
0.6435,81,231.3,21.4,0.0070,,
0.6520,82,231.5,21.4,0.0075,,
0.6605,83,231.9,21.4,0.0075,,
0.6685,84,232.0,21.4,0.0065,,
0.6770,85,231.9,21.4,0.0070,,
0.6855,86,232.5,21.4,0.0070,,
0.6940,87,232.8,21.4,0.0075,,
0.7015,88,232.9,21.4,0.0070,,
0.7100,89,233.3,21.4,0.0075,,
0.7185,90,233.6,21.4,0.0070,,
0.7270,91,233.8,21.4,0.0070,,
0.7350,92,234.0,21.4,0.0065,,
0.7435,93,234.2,21.4,0.0075,,
0.7510,94,234.1,21.4,0.0070,,
0.7595,95,234.7,21.4,0.0075,,
0.7680,96,235.0,21.4,0.0070,,
0.7765,97,235.2,21.4,0.0070,,
0.7850,98,235.4,21.4,0.0070,,
0.7935,99,235.4,21.4,0.0075,,
0.8010,100,235.1,21.4,0.0070,,
0.8090,101,234.9,21.4,0.0075,,
0.8175,102,235.4,21.4,0.0075,,
0.8255,103,235.4,21.4,0.0065,,
0.8340,104,235.6,21.4,0.0070,,
0.8425,105,235.8,21.4,0.0070,,
0.8500,106,236.0,21.4,0.0070,,
0.8585,107,236.4,21.4,0.0075,,
0.8670,108,236.5,21.4,0.0075,,
0.8750,109,236.7,21.4,0.0065,,
0.8835,110,236.9,21.4,0.0070,,
0.8915,111,237.1,21.4,0.0065,,
0.8990,112,237.3,21.4,0.0070,,
0.9000,113,237.4,21.4,0.0010,,
0.9010,114,237.4,21.4,0.0010,,
0.9025,115,237.5,21.4,0.0010,,
0.9050,116,237.9,21.4,0.0020,,
0.9085,117,237.7,21.4,0.0030,,
0.9085,118,237.8,21.4,0.0000,,
0.9130,119,237.8,21.4,0.0040,,
0.9145,120,237.8,21.4,0.0015,,
0.9170,121,237.9,21.4,0.0020,,
0.9200,122,238.0,21.4,0.0025,,
0.9235,123,238.4,21.4,0.0030,,
0.9285,124,238.4,21.4,0.0045,,
0.9345,125,238.3,21.4,0.0055,,
0.9395,126,238.5,21.4,0.0045,,
0.9405,127,238.4,21.4,0.0010,,
0.9415,128,238.5,21.4,0.0010,,
0.9420,129,238.7,21.4,0.0005,,
0.9425,130,238.7,21.4,0.0005,,
0.9440,131,238.8,21.4,0.0015,,
0.9445,132,239.2,21.4,0.0005,,
0.9455,133,239.5,21.4,0.0010,,
0.9465,134,239.0,21.4,0.0010,,
0.9475,135,238.5,21.4,0.0010,,
0.9485,136,238.5,21.4,0.0010,,
0.9490,137,238.6,21.4,0.0005,,
0.9500,138,238.8,21.4,0.0010,,
0.9505,139,238.7,21.4,0.0005,,
0.9510,140,238.7,21.4,0.0005,,
0.9520,141,238.8,21.4,0.0010,,
0.9530,142,238.9,21.4,0.0010,,
0.9530,143,238.7,21.4,0.0000,,
0.9540,144,238.6,21.4,0.0010,,
0.9550,145,238.7,21.4,0.0010,,
0.9555,146,238.9,21.4,0.0005,,
0.9565,147,239.0,21.4,0.0010,,
0.9570,148,238.8,21.4,0.0005,,
0.9580,149,239.0,21.4,0.0010,,
0.9590,150,239.1,21.4,0.0010,,
0.9600,151,239.1,21.4,0.0010,,
0.9610,152,240.0,21.4,0.0015,,
Scope 1/1, Sample 3/6 (T3 A 4/4/17)
Result,Measurenormal1
t,E,T
1,-17.1,21.2
2,-68.8,21.2
3,-91.3,21.1
4,-98.8,21.1
5,-101.5,21.1
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-104.4,21.1,NaN,,
0.0005,1,-105.4,21.0,0.0005,,
0.0020,2,-105.1,21.0,0.0015,,
0.0050,3,-105.3,21.0,0.0025,,
0.0085,4,-105.4,21.0,0.0030,,
0.0150,5,-105.0,21.0,0.0055,,
0.0235,6,-104.8,21.0,0.0070,,
0.0310,7,-104.3,21.0,0.0070,,
0.0395,8,-103.9,21.1,0.0075,,
0.0480,9,-103.8,21.0,0.0075,,
0.0565,10,-103.2,21.0,0.0070,,
0.0645,11,-102.3,21.0,0.0065,,
0.0730,12,-102.0,21.0,0.0070,,
0.0815,13,-101.3,21.0,0.0075,,
0.0890,14,-100.9,21.0,0.0070,,
0.0975,15,-100.0,21.0,0.0075,,
0.1060,16,-99.4,21.0,0.0070,,
0.1145,17,-99.0,21.0,0.0070,,
0.1230,18,-98.0,21.1,0.0070,,
0.1310,19,-97.3,21.1,0.0075,,
0.1390,20,-96.5,21.0,0.0075,,
0.1470,21,-95.7,21.0,0.0075,,
0.1555,22,-94.9,21.0,0.0070,,
0.1640,23,-94.2,21.0,0.0070,,
0.1725,24,-93.3,21.0,0.0070,,
0.1810,25,-92.6,21.0,0.0075,,
0.1885,26,-92.0,21.0,0.0070,,
0.1970,27,-91.2,21.0,0.0075,,
0.2055,28,-90.6,21.0,0.0070,,
0.2135,29,-90.1,21.1,0.0065,,
0.2220,30,-89.1,21.1,0.0070,,
0.2295,31,-87.9,21.0,0.0070,,
0.2380,32,-87.1,21.0,0.0075,,
0.2465,33,-86.1,21.0,0.0075,,
0.2550,34,-85.0,21.1,0.0070,,
0.2635,35,-83.9,21.1,0.0070,,
0.2720,36,-82.4,21.0,0.0070,,
0.2800,37,-80.8,21.1,0.0075,,
0.2880,38,-79.7,21.1,0.0075,,
0.2960,39,-78.2,21.1,0.0075,,
0.3045,40,-77.1,21.1,0.0070,,
0.3130,41,-76.0,21.0,0.0070,,
0.3215,42,-75.1,21.1,0.0070,,
0.3300,43,-73.4,21.0,0.0075,,
0.3375,44,-72.0,21.1,0.0070,,
0.3460,45,-69.8,21.1,0.0075,,
0.3540,46,-68.2,21.1,0.0065,,
0.3625,47,-66.4,21.0,0.0070,,
0.3710,48,-64.8,21.1,0.0070,,
0.3795,49,-62.8,21.1,0.0070,,
0.3870,50,-61.2,21.1,0.0070,,
0.3955,51,-59.2,21.0,0.0075,,
0.4040,52,-57.2,21.1,0.0075,,
0.4125,53,-55.0,21.0,0.0070,,
0.4205,54,-52.5,21.1,0.0065,,
0.4290,55,-49.9,21.1,0.0070,,
0.4365,56,-48.1,21.1,0.0070,,
0.4450,57,-44.7,21.1,0.0075,,
0.4535,58,-41.6,21.1,0.0075,,
0.4620,59,-38.3,21.1,0.0070,,
0.4705,60,-34.5,21.1,0.0070,,
0.4790,61,-30.9,21.1,0.0070,,
0.4865,62,-27.2,21.1,0.0070,,
0.4950,63,-22.9,21.1,0.0075,,
0.5035,64,-19.1,21.1,0.0075,,
0.5115,65,-15.3,21.1,0.0065,,
0.5200,66,-11.9,21.1,0.0070,,
0.5285,67,-9.2,21.1,0.0075,,
0.5360,68,-6.6,21.1,0.0070,,
0.5445,69,-3.8,21.1,0.0075,,
0.5530,70,-1.2,21.1,0.0070,,
0.5615,71,1.7,21.1,0.0070,,
0.5700,72,3.1,21.1,0.0070,,
0.5780,73,4.6,21.1,0.0065,,
0.5860,74,6.5,21.1,0.0075,,
0.5940,75,7.8,21.1,0.0075,,
0.6025,76,8.8,21.1,0.0070,,
0.6110,77,9.9,21.1,0.0070,,
0.6195,78,11.4,21.1,0.0070,,
0.6280,79,12.5,21.1,0.0075,,
0.6355,80,13.6,21.1,0.0070,,
0.6440,81,14.9,21.1,0.0075,,
0.6525,82,16.1,21.1,0.0070,,
0.6610,83,17.4,21.1,0.0070,,
0.6690,84,18.7,21.1,0.0065,,
0.6775,85,19.5,21.1,0.0075,,
0.6850,86,20.8,21.1,0.0070,,
0.6935,87,21.7,21.1,0.0075,,
0.7020,88,22.9,21.1,0.0070,,
0.7105,89,23.6,21.1,0.0070,,
0.7190,90,24.9,21.1,0.0070,,
0.7275,91,25.3,21.1,0.0075,,
0.7350,92,26.5,21.1,0.0070,,
0.7435,93,27.7,21.1,0.0075,,
0.7515,94,28.5,21.1,0.0065,,
0.7600,95,29.4,21.1,0.0070,,
0.7685,96,29.9,21.1,0.0070,,
0.7770,97,30.7,21.1,0.0070,,
0.7845,98,32.0,21.1,0.0070,,
0.7930,99,32.8,21.1,0.0075,,
0.8015,100,33.5,21.1,0.0070,,
0.8100,101,34.2,21.1,0.0070,,
0.8180,102,35.7,21.1,0.0065,,
0.8265,103,36.6,21.1,0.0075,,
0.8340,104,37.3,21.1,0.0070,,
0.8425,105,37.8,21.1,0.0075,,
0.8510,106,38.6,21.1,0.0070,,
0.8595,107,39.7,21.1,0.0070,,
0.8680,108,40.5,21.1,0.0070,,
0.8765,109,41.1,21.1,0.0075,,
0.8840,110,42.2,21.1,0.0070,,
0.8925,111,43.1,21.1,0.0075,,
0.9005,112,44.2,21.1,0.0065,,
0.9090,113,44.6,21.1,0.0070,,
0.9175,114,45.8,21.1,0.0070,,
0.9260,115,46.2,21.1,0.0075,,
0.9335,116,47.3,21.1,0.0070,,
0.9420,117,48.1,21.1,0.0075,,
0.9505,118,49.4,21.1,0.0070,,
0.9590,119,50.3,21.1,0.0070,,
0.9675,120,51.3,21.1,0.0070,,
0.9755,121,51.9,21.1,0.0075,,
0.9830,122,52.3,21.1,0.0070,,
0.9915,123,52.8,21.1,0.0075,,
1.0000,124,53.9,21.1,0.0075,,
1.0085,125,54.9,21.1,0.0070,,
1.0170,126,56.0,21.1,0.0070,,
1.0255,127,57.0,21.1,0.0075,,
1.0330,128,58.2,21.1,0.0070,,
1.0415,129,59.6,21.1,0.0075,,
1.0500,130,60.9,21.1,0.0070,,
1.0580,131,61.5,21.1,0.0065,,
1.0665,132,62.3,21.1,0.0070,,
1.0750,133,63.4,21.1,0.0070,,
1.0825,134,63.7,21.1,0.0070,,
1.0910,135,65.0,21.1,0.0075,,
1.0995,136,66.3,21.1,0.0070,,
1.1080,137,67.5,21.1,0.0070,,
1.1165,138,68.6,21.1,0.0070,,
1.1245,139,69.9,21.1,0.0065,,
1.1320,140,70.7,21.1,0.0070,,
1.1405,141,72.1,21.1,0.0075,,
1.1490,142,73.3,21.1,0.0075,,
1.1575,143,74.4,21.1,0.0070,,
1.1660,144,75.7,21.1,0.0070,,
1.1745,145,77.4,21.1,0.0070,,
1.1820,146,77.9,21.1,0.0070,,
1.1905,147,79.0,21.1,0.0075,,
1.1985,148,80.3,21.1,0.0075,,
1.2070,149,82.1,21.1,0.0070,,
1.2155,150,84.5,21.1,0.0070,,
1.2240,151,86.1,21.1,0.0070,,
1.2315,152,87.9,21.1,0.0070,,
1.2400,153,90.6,21.1,0.0075,,
1.2485,154,93.0,21.1,0.0070,,
1.2570,155,94.6,21.1,0.0070,,
1.2655,156,96.7,21.1,0.0070,,
1.2735,157,99.8,21.1,0.0065,,
1.2810,158,102.9,21.1,0.0070,,
1.2895,159,104.6,21.1,0.0075,,
1.2980,160,108.1,21.1,0.0075,,
1.3065,161,110.9,21.1,0.0070,,
1.3150,162,114.4,21.1,0.0070,,
1.3235,163,118.9,21.1,0.0070,,
1.3310,164,123.2,21.1,0.0070,,
1.3395,165,127.6,21.1,0.0075,,
1.3475,166,132.4,21.1,0.0075,,
1.3560,167,137.4,21.1,0.0070,,
1.3645,168,141.6,21.1,0.0070,,
1.3730,169,146.7,21.1,0.0070,,
1.3815,170,150.1,21.1,0.0075,,
1.3890,171,154.4,21.1,0.0070,,
1.3975,172,158.6,21.1,0.0075,,
1.4060,173,162.2,21.1,0.0070,,
1.4140,174,165.3,21.1,0.0065,,
1.4225,175,167.8,21.1,0.0070,,
1.4310,176,170.1,21.1,0.0070,,
1.4385,177,173.3,21.1,0.0070,,
1.4470,178,175.9,21.1,0.0075,,
1.4555,179,177.5,21.1,0.0075,,
1.4640,180,179.2,21.1,0.0070,,
1.4725,181,180.6,21.1,0.0070,,
1.4805,182,182.5,21.1,0.0065,,
1.4870,183,184.4,21.1,0.0060,,
1.4880,184,185.9,21.1,0.0010,,
1.4890,185,186.0,21.1,0.0010,,
1.4900,186,186.1,21.1,0.0010,,
1.4925,187,186.1,21.1,0.0020,,
1.4955,188,186.5,21.1,0.0025,,
1.5000,189,186.9,21.1,0.0040,,
1.5045,190,187.9,21.1,0.0040,,
1.5045,191,188.5,21.1,0.0000,,
1.5050,192,188.6,21.1,0.0005,,
1.5060,193,189.6,21.1,0.0010,,
1.5070,194,189.5,21.1,0.0010,,
1.5080,195,190.1,21.1,0.0010,,
Result,TitrationEP2
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,190.0,21.3,NaN,,
0.0005,1,190.5,21.3,0.0005,,
0.0020,2,190.5,21.3,0.0015,,
0.0050,3,190.4,21.3,0.0025,,
0.0085,4,190.6,21.3,0.0030,,
0.0145,5,191.2,21.3,0.0050,,
0.0230,6,192.3,21.3,0.0070,,
0.0305,7,193.4,21.3,0.0070,,
0.0390,8,194.3,21.3,0.0075,,
0.0475,9,195.0,21.3,0.0070,,
0.0560,10,195.8,21.3,0.0070,,
0.0645,11,196.7,21.3,0.0070,,
0.0725,12,197.7,21.3,0.0075,,
0.0805,13,198.6,21.3,0.0075,,
0.0885,14,199.8,21.3,0.0075,,
0.0970,15,201.0,21.3,0.0070,,
0.1055,16,202.0,21.3,0.0070,,
0.1140,17,203.1,21.3,0.0070,,
0.1215,18,203.9,21.3,0.0070,,
0.1300,19,204.6,21.3,0.0075,,
0.1385,20,205.4,21.3,0.0075,,
0.1470,21,206.1,21.3,0.0070,,
0.1555,22,206.7,21.3,0.0070,,
0.1635,23,207.1,21.3,0.0065,,
0.1715,24,207.8,21.3,0.0075,,
0.1795,25,208.1,21.3,0.0075,,
0.1880,26,208.8,21.3,0.0075,,
0.1965,27,209.3,21.3,0.0070,,
0.2050,28,209.6,21.3,0.0070,,
0.2135,29,210.1,21.3,0.0070,,
0.2210,30,210.8,21.3,0.0070,,
0.2295,31,211.8,21.3,0.0075,,
0.2380,32,211.9,21.3,0.0075,,
0.2460,33,212.6,21.3,0.0065,,
0.2545,34,212.9,21.3,0.0070,,
0.2630,35,213.4,21.3,0.0070,,
0.2705,36,214.0,21.3,0.0070,,
0.2790,37,214.4,21.3,0.0075,,
0.2875,38,215.0,21.3,0.0075,,
0.2960,39,215.4,21.3,0.0070,,
0.3045,40,215.9,21.3,0.0070,,
0.3125,41,216.4,21.3,0.0065,,
0.3205,42,217.5,21.3,0.0075,,
0.3285,43,217.6,21.3,0.0075,,
0.3370,44,217.7,21.3,0.0075,,
0.3455,45,218.1,21.3,0.0070,,
0.3540,46,218.6,21.3,0.0070,,
0.3625,47,219.0,21.3,0.0070,,
0.3700,48,219.7,21.3,0.0070,,
0.3785,49,219.8,21.3,0.0075,,
0.3870,50,220.2,21.3,0.0075,,
0.3950,51,220.7,21.3,0.0065,,
0.4035,52,221.2,21.3,0.0070,,
0.4120,53,221.4,21.3,0.0070,,
0.4205,54,222.1,21.3,0.0075,,
0.4280,55,222.4,21.3,0.0070,,
0.4365,56,222.9,21.3,0.0075,,
0.4450,57,223.6,21.3,0.0070,,
0.4535,58,223.4,21.3,0.0070,,
0.4615,59,223.5,21.3,0.0065,,
0.4700,60,224.1,21.3,0.0075,,
0.4775,61,224.6,21.3,0.0070,,
0.4860,62,224.5,21.3,0.0075,,
0.4945,63,224.8,21.3,0.0070,,
0.5030,64,225.1,21.3,0.0070,,
0.5115,65,225.7,21.3,0.0070,,
0.5200,66,226.5,21.3,0.0075,,
0.5275,67,226.7,21.3,0.0070,,
0.5360,68,227.2,21.3,0.0075,,
0.5440,69,227.1,21.3,0.0065,,
0.5525,70,227.5,21.3,0.0070,,
0.5610,71,227.5,21.3,0.0070,,
0.5695,72,227.7,21.3,0.0075,,
0.5770,73,228.1,21.3,0.0070,,
0.5855,74,229.1,21.3,0.0075,,
0.5940,75,229.1,21.3,0.0070,,
0.6025,76,229.0,21.3,0.0070,,
0.6105,77,229.4,21.3,0.0065,,
0.6190,78,229.5,21.3,0.0075,,
0.6265,79,229.6,21.3,0.0070,,
0.6350,80,229.8,21.3,0.0075,,
0.6435,81,230.1,21.3,0.0070,,
0.6520,82,230.5,21.3,0.0070,,
0.6605,83,230.7,21.3,0.0070,,
0.6690,84,231.0,21.3,0.0075,,
0.6765,85,231.6,21.3,0.0070,,
0.6850,86,231.7,21.3,0.0075,,
0.6930,87,231.7,21.3,0.0065,,
0.7015,88,231.9,21.3,0.0070,,
0.7100,89,232.1,21.3,0.0070,,
0.7185,90,232.4,21.3,0.0075,,
0.7260,91,232.6,21.3,0.0070,,
0.7345,92,233.6,21.3,0.0075,,
0.7430,93,233.5,21.3,0.0070,,
0.7515,94,233.3,21.3,0.0070,,
0.7595,95,233.6,21.3,0.0065,,
0.7680,96,233.8,21.3,0.0075,,
0.7760,97,234.1,21.3,0.0075,,
0.7840,98,234.9,21.3,0.0075,,
0.7925,99,235.4,21.3,0.0070,,
0.8010,100,235.5,21.3,0.0070,,
0.8095,101,235.8,21.3,0.0070,,
0.8180,102,235.7,21.3,0.0075,,
0.8255,103,235.6,21.3,0.0070,,
0.8340,104,235.7,21.3,0.0075,,
0.8420,105,236.4,21.3,0.0065,,
0.8505,106,236.8,21.3,0.0070,,
0.8590,107,237.1,21.3,0.0070,,
0.8670,108,236.7,21.3,0.0075,,
0.8745,109,237.1,21.3,0.0070,,
0.8825,110,237.6,21.3,0.0075,,
0.8910,111,237.7,21.3,0.0070,,
0.8990,112,237.3,21.3,0.0065,,
0.9055,113,237.5,21.3,0.0055,,
0.9065,114,237.5,21.3,0.0010,,
0.9065,115,237.5,21.3,0.0000,,
0.9080,116,237.6,21.3,0.0015,,
0.9080,117,237.5,21.3,0.0000,,
0.9105,118,237.6,21.3,0.0020,,
0.9115,119,237.7,21.3,0.0010,,
0.9125,120,237.7,21.3,0.0010,,
0.9135,121,238.3,21.3,0.0010,,
0.9145,122,238.0,21.3,0.0010,,
0.9155,123,237.9,21.3,0.0010,,
0.9175,124,237.8,21.3,0.0015,,
0.9190,125,237.8,21.3,0.0010,,
0.9205,126,238.3,21.3,0.0010,,
0.9210,127,238.9,21.3,0.0005,,
0.9220,128,238.7,21.3,0.0010,,
0.9230,129,238.8,21.3,0.0010,,
0.9240,130,238.3,21.3,0.0010,,
0.9250,131,238.1,21.3,0.0010,,
0.9270,132,238.0,21.3,0.0015,,
0.9295,133,238.1,21.3,0.0025,,
0.9330,134,238.1,21.3,0.0030,,
0.9375,135,238.7,21.3,0.0040,,
0.9435,136,238.9,21.3,0.0050,,
0.9475,137,239.2,21.3,0.0035,,
0.9485,138,239.3,21.3,0.0010,,
0.9490,139,239.6,21.3,0.0005,,
0.9500,140,239.7,21.3,0.0010,,
0.9510,141,239.7,21.3,0.0010,,
0.9520,142,239.7,21.3,0.0010,,
0.9530,143,239.7,21.3,0.0010,,
0.9540,144,239.8,21.3,0.0010,,
0.9550,145,239.8,21.3,0.0010,,
0.9560,146,239.7,21.3,0.0010,,
0.9565,147,239.6,21.3,0.0005,,
0.9570,148,239.8,21.3,0.0005,,
0.9580,149,239.6,21.3,0.0010,,
0.9585,150,239.8,21.3,0.0005,,
0.9590,151,239.9,21.3,0.0005,,
0.9600,152,239.7,21.3,0.0010,,
0.9610,153,239.7,21.3,0.0010,,
0.9620,154,240.0,21.3,0.0010,,
0.9630,155,240.0,21.3,0.0010,,
0.9635,156,240.0,21.3,0.0010,,
Scope 1/1, Sample 4/6 (T4 A 4/4/17)
Result,Measurenormal1
t,E,T
1,4.7,21.2
2,-57.0,21.1
3,-86.1,21.1
4,-96.0,21.0
5,-99.5,21.0
6,-101.0,21.0
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-102.9,20.9,NaN,,
